rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,chi_comp
1,J?`D@pgd?{?,11,17,4,4.7748885378,0.7748885378,4.7748885247,1.313e-08,1.268e-09,optimal,6
2,J?`@f?kUDG_,11,17,4,4.7546860747,0.7546860747,4.7546860430,3.164e-08,3.349e-09,optimal,6
3,J?`@f@WFTH?,11,18,4,4.7536642007,0.7536642007,4.7536641806,2.009e-08,1.126e-09,optimal,6
4,J?`FBQoFCi?,11,18,4,4.7524190313,0.7524190313,4.7524190164,1.491e-08,4.043e-10,optimal,6
5,J?`@f@Wl?y?,11,18,4,4.7473773818,0.7473773818,4.7473773346,4.722e-08,3.535e-09,optimal,6
6,JCRbeo{ifI?,11,25,3,3.7355049217,0.7355049217,3.7355048965,2.521e-08,1.404e-09,optimal,4
7,J?`FAqSFf_?,11,19,4,4.7343377284,0.7343377284,4.7343377022,2.616e-08,1.614e-09,optimal,6
8,J?`FAosFdI?,11,19,4,4.7256881720,0.7256881720,4.7256881271,4.495e-08,2.039e-09,optimal,6
9,J?`DD`gD`s?,11,17,4,4.7191791386,0.7191791386,4.7191791519,1.324e-08,1.688e-10,optimal,5
10,JCRbeo{ifM?,11,26,3,3.7128995614,0.7128995614,3.7128995531,8.277e-09,3.746e-10,optimal,4
11,J?`D@pgd?t?,11,17,4,4.7119765311,0.7119765311,4.7119765183,1.287e-08,2.479e-09,optimal,5
12,J?`D@pgd?|?,11,18,4,4.7094710447,0.7094710447,4.7094710033,4.134e-08,1.705e-09,optimal,5
13,J?`DB_sU?}?,11,18,4,4.7089063304,0.7089063304,4.7089063167,1.368e-08,1.316e-09,optimal,5
14,JCQe`psyQ]?,11,24,3,3.7071600888,0.7071600888,3.7071601013,1.255e-08,3.765e-10,optimal,4
15,JCRbeo{iem?,11,26,3,3.7071068362,0.7071068362,3.7071067878,4.837e-08,4.902e-09,optimal,4
16,JCRbeo{ieq?,11,25,3,3.7071068325,0.7071068325,3.7071067709,6.164e-08,3.442e-09,optimal,4
17,JCRbeo{if]?,11,27,3,3.7071068309,0.7071068309,3.7071067873,4.364e-08,5.198e-09,optimal,4
18,JCRbeo{ie~?,11,28,3,3.7071068282,0.7071068282,3.7071067709,5.730e-08,4.485e-09,optimal,4
19,JCRbeo{ifl?,11,27,3,3.7071068232,0.7071068232,3.7071067766,4.658e-08,3.820e-09,optimal,4
20,JCRbeo{ifq?,11,26,3,3.7071068218,0.7071068218,3.7071067896,3.221e-08,4.286e-09,optimal,4
21,JCRbeo{idl?,11,26,3,3.7071068195,0.7071068195,3.7071067838,3.574e-08,3.743e-09,optimal,4
22,JCRbeo{iey?,11,26,3,3.7071068149,0.7071068149,3.7071067762,3.870e-08,4.185e-09,optimal,4
23,JCRbeo{ib]?,11,26,3,3.7071068139,0.7071068139,3.7071067823,3.169e-08,3.337e-09,optimal,4
24,JCRbeo{ia]?,11,25,3,3.7071068108,0.7071068108,3.7071067550,5.573e-08,2.975e-09,optimal,4
25,JCRbeo{ie|?,11,27,3,3.7071068107,0.7071068107,3.7071067813,2.941e-08,2.378e-09,optimal,4
26,JCRbeo{if|_,11,29,3,3.7071068072,0.7071068072,3.7071067790,2.824e-08,3.723e-09,optimal,4
27,JCRbeo{ie]?,11,26,3,3.7071068069,0.7071068069,3.7071067868,2.009e-08,2.371e-09,optimal,4
28,JCRbeo{if}?,11,28,3,3.7071068013,0.7071068013,3.7071067710,3.030e-08,1.574e-09,optimal,4
29,JCRbeo{ifn?,11,28,3,3.7071067988,0.7071067988,3.7071067813,1.751e-08,1.297e-09,optimal,4
30,JCRbeo{ieh?,11,25,3,3.7071067986,0.7071067986,3.7071067901,8.408e-09,1.777e-09,optimal,4
31,JCRbeo{ifi?,11,26,3,3.7071067983,0.7071067983,3.7071067887,9.584e-09,2.196e-09,optimal,4
32,JCRbeo{if|?,11,28,3,3.7071067956,0.7071067956,3.7071067928,2.794e-09,2.151e-09,optimal,4
33,JCRbeo{if^?,11,28,3,3.7071067956,0.7071067956,3.7071068182,2.267e-08,1.416e-09,optimal,4
34,JCRbeo{idh?,11,25,3,3.7071067934,0.7071067934,3.7071067668,2.660e-08,2.875e-09,optimal,4
35,JCRbeo{if~?,11,29,3,3.7071067926,0.7071067926,3.7071067873,5.330e-09,1.595e-09,optimal,4
36,JCRbeo{ie}?,11,27,3,3.7071067913,0.7071067913,3.7071067893,2.060e-09,1.552e-09,optimal,4
37,JCRbeo{iel?,11,26,3,3.7071067906,0.7071067906,3.7071068019,1.131e-08,1.444e-09,optimal,4
38,JCRbeo{if\?,11,27,3,3.7071067905,0.7071067905,3.7071067791,1.134e-08,8.152e-10,optimal,4
39,JCRbeo{ifh?,11,26,3,3.7071067888,0.7071067888,3.7071067839,4.930e-09,7.336e-10,optimal,4
40,JCRbeo{iei?,11,25,3,3.7071067886,0.7071067886,3.7071067809,7.664e-09,1.029e-09,optimal,4
41,JCRbeo{ifm?,11,27,3,3.7071067884,0.7071067884,3.7071067883,2.583e-11,9.564e-10,optimal,4
42,JCRbeo{ifx?,11,27,3,3.7071067882,0.7071067882,3.7071067707,1.745e-08,6.144e-10,optimal,4
43,JCRbeo{ify?,11,27,3,3.7071067880,0.7071067880,3.7071067728,1.522e-08,9.025e-10,optimal,4
44,JCRbeo{ie|_,11,28,3,3.7071067878,0.7071067878,3.7071067784,9.376e-09,1.170e-09,optimal,4
45,JCRbeo{ifj?,11,27,3,3.7071067869,0.7071067869,3.7071067757,1.123e-08,5.674e-10,optimal,4
46,JCRbeo{iex?,11,26,3,3.7071067867,0.7071067867,3.7071067729,1.386e-08,3.557e-10,optimal,4
47,JCRbeo{ifz?,11,28,3,3.7071067867,0.7071067867,3.7071067877,1.087e-09,3.846e-10,optimal,4
48,JCRbeo{idj?,11,26,3,3.7071067865,0.7071067865,3.7071067889,2.417e-09,5.245e-10,optimal,4
49,JCRbeo{iez?,11,27,3,3.7071067860,0.7071067860,3.7071067776,8.353e-09,5.324e-10,optimal,4
50,JCRbeo{ie\?,11,26,3,3.7071067842,0.7071067842,3.7071067857,1.440e-09,3.161e-10,optimal,4
51,JCRbeo{if~_,11,30,3,3.7071067837,0.7071067837,3.7071067723,1.139e-08,3.301e-10,optimal,4
52,JCQe`psjfM?,11,25,3,3.7036188383,0.7036188383,3.7036188252,1.311e-08,7.619e-10,optimal,5
53,J?`D@POd?{?,11,15,4,4.7004204080,0.7004204080,4.7004203526,5.541e-08,2.824e-09,optimal,6
54,J?`DB`gd?{?,11,17,4,4.7004204068,0.7004204068,4.7004203582,4.857e-08,2.346e-09,optimal,6
55,J?`DA`gd?{?,11,16,4,4.7004203865,0.7004203865,4.7004203736,1.283e-08,1.892e-09,optimal,6
56,J?`Df?wFBS?,11,18,4,4.6996130337,0.6996130337,4.6996129974,3.632e-08,3.128e-09,optimal,5
57,J?`DA`gL@Y?,11,16,4,4.6987195957,0.6987195957,4.6987195603,3.544e-08,2.350e-09,optimal,6
58,J?`DD`gD`w?,11,17,4,4.6987089271,0.6987089271,4.6987088881,3.895e-08,2.673e-09,optimal,6
59,J?`DE`gJAs?,11,17,4,4.6981201817,0.6981201817,4.6981201352,4.649e-08,3.990e-09,optimal,6
60,J?`DD_wU`Y?,11,18,4,4.6981133028,0.6981133028,4.6981132682,3.461e-08,4.326e-09,optimal,5
61,J?`Df@WFDH?,11,18,4,4.6980544314,0.6980544314,4.6980543899,4.144e-08,1.807e-09,optimal,6
62,JCRbdO{xbm?,11,26,3,3.6979226429,0.6979226429,3.6979226242,1.872e-08,2.266e-09,optimal,5
63,J?`DE`gL@Y?,11,17,4,4.6974001629,0.6974001629,4.6974001604,2.497e-09,1.215e-09,optimal,6
64,J?`Df@WL?y?,11,18,4,4.6973240235,0.6973240235,4.6973240059,1.753e-08,6.065e-10,optimal,6
65,J?`@f?[]Dg_,11,19,4,4.6965213459,0.6965213459,4.6965213054,4.054e-08,2.997e-09,optimal,5
66,J?`DE`gl@Y?,11,18,4,4.6964316761,0.6964316761,4.6964316217,5.447e-08,3.236e-09,optimal,6
67,J?b@d`gNAU?,11,19,4,4.6962316039,0.6962316039,4.6962315994,4.542e-09,1.318e-09,optimal,6
68,JCQeV`[Mbb?,11,24,3,3.6961099614,0.6961099614,3.6961099659,4.495e-09,1.538e-09,optimal,4
69,J?`DE_wFAs?,11,17,4,4.6953287280,0.6953287280,4.6953287135,1.442e-08,1.671e-09,optimal,6
70,J?b@d`I]@w?,11,19,4,4.6953287242,0.6953287242,4.6953287008,2.342e-08,1.617e-09,optimal,6
71,J?`DE_wNAs?,11,18,4,4.6953287167,0.6953287167,4.6953287300,1.332e-08,6.695e-10,optimal,6
72,J?`Df@WFCh?,11,18,4,4.6949479720,0.6949479720,4.6949479347,3.728e-08,2.940e-09,optimal,5
73,J?`@C`WN?{?,11,16,4,4.6943623067,0.6943623067,4.6943622932,1.344e-08,1.497e-09,optimal,6
74,J?`@f@WFTh?,11,19,4,4.6937504490,0.6937504490,4.6937504341,1.486e-08,1.545e-09,optimal,5
75,JCRbdO{ubM?,11,25,3,3.6911687887,0.6911687887,3.6911687334,5.525e-08,2.113e-09,optimal,4
76,JCQeV`[Mbf?,11,25,3,3.6911368062,0.6911368062,3.6911367733,3.288e-08,7.547e-10,optimal,4
77,J?`DE`gFCh?,11,17,4,4.6903224175,0.6903224175,4.6903224281,1.059e-08,1.063e-09,optimal,6
78,J?`DD`gU_l?,11,18,4,4.6901491895,0.6901491895,4.6901491905,9.794e-10,5.727e-10,optimal,6
79,JCRbdO{ubm?,11,26,3,3.6899659590,0.6899659590,3.6899659588,2.052e-10,4.419e-09,optimal,4
80,J?`FAqcFbo?,11,19,4,4.6880416814,0.6880416814,4.6880416219,5.952e-08,1.447e-09,optimal,6
81,J?`FAqSM?{?,11,18,4,4.6857012222,0.6857012222,4.6857012228,5.677e-10,1.284e-09,optimal,6
82,J?`FAosl?{?,11,19,4,4.6855032547,0.6855032547,4.6855031907,6.399e-08,2.335e-09,optimal,6
83,J?`afAS]?y?,11,19,4,4.6855032477,0.6855032477,4.6855032383,9.343e-09,1.787e-09,optimal,6
84,J?b@aUpNBo?,11,20,4,4.6855032435,0.6855032435,4.6855032229,2.060e-08,2.125e-09,optimal,6
85,J?b@f?[]AU?,11,19,4,4.6840171620,0.6840171620,4.6840171571,4.992e-09,2.233e-09,optimal,5
86,J?`DB`Wl?}?,11,19,4,4.6809640719,0.6809640719,4.6809640532,1.865e-08,1.004e-09,optimal,5
87,J?`FBOsFdI?,11,19,4,4.6806538454,0.6806538454,4.6806538307,1.465e-08,3.504e-09,optimal,5
88,JCQeR`[mc}?,11,25,3,3.6776951729,0.6776951729,3.6776951364,3.646e-08,2.337e-09,optimal,4
89,JCQeR_{xd]?,11,25,3,3.6765801993,0.6765801993,3.6765801908,8.511e-09,5.008e-10,optimal,4
90,JCRbdO{xbu?,11,26,3,3.6765767560,0.6765767560,3.6765767163,3.973e-08,4.091e-10,optimal,4
91,J?`@f?\]Dg_,11,20,4,4.6763959319,0.6763959319,4.6763959299,1.959e-09,3.652e-10,optimal,5
92,JCQeV`[Mjk?,11,25,3,3.6763911763,0.6763911763,3.6763911667,9.586e-09,3.860e-10,optimal,4
93,JCRb`yi}Ei?,11,26,3,3.6751657891,0.6751657891,3.6751657965,7.372e-09,1.302e-09,optimal,4
94,JCRb`yi}E]?,11,27,3,3.6747489632,0.6747489632,3.6747489462,1.699e-08,8.620e-10,optimal,4
95,JCQbfP[r`r_,11,26,3,3.6741030423,0.6741030423,3.6741030426,3.016e-10,9.124e-10,optimal,4
96,J?`DBOk{As?,11,18,4,4.6739533067,0.6739533067,4.6739532609,4.580e-08,2.314e-09,optimal,6
97,J?`DA`gl?l?,11,17,4,4.6739532913,0.6739532913,4.6739532613,2.999e-08,1.432e-09,optimal,6
98,J?`D@POl?{?,11,16,4,4.6739532724,0.6739532724,4.6739532504,2.196e-08,5.978e-10,optimal,6
99,J?`DD_wS_{?,11,17,4,4.6737864740,0.6737864740,4.6737864785,4.495e-09,1.507e-09,optimal,6
100,J?`D@poFdg?,11,18,4,4.6735437712,0.6735437712,4.6735437529,1.823e-08,8.517e-10,optimal,6
101,J?`D@roU`w?,11,19,4,4.6734943730,0.6734943730,4.6734943464,2.665e-08,1.293e-09,optimal,6
102,JCQRDPqNFK_,11,23,3,3.6725632990,0.6725632990,3.6725632688,3.020e-08,5.028e-09,optimal,4
103,JCQbdp[rfQ?,11,25,3,3.6725343977,0.6725343977,3.6725343611,3.663e-08,2.232e-09,optimal,4
104,JCQbR_yfEl?,11,24,3,3.6724436926,0.6724436926,3.6724436685,2.404e-08,4.197e-09,optimal,4
105,J?`DA_wL?l?,11,16,4,4.6724044500,0.6724044500,4.6724044010,4.898e-08,3.789e-09,optimal,5
106,JCQbfP[rdq_,11,26,3,3.6722657820,0.6722657820,3.6722657633,1.874e-08,1.683e-09,optimal,4
107,JCRbdQy[px_,11,27,3,3.6720692911,0.6720692911,3.6720692479,4.324e-08,3.119e-09,optimal,4
108,JCQbRfSmC}?,11,25,3,3.6720527844,0.6720527844,3.6720527444,3.998e-08,1.672e-09,optimal,4
109,JCQbR_ytCy?,11,23,3,3.6716679118,0.6716679118,3.6716679206,8.724e-09,2.134e-09,optimal,4
110,JCQbdZcU`p_,11,24,3,3.6715516556,0.6715516556,3.6715516293,2.630e-08,1.146e-09,optimal,4
111,J?`@E_wDdg?,11,16,4,4.6715319618,0.6715319618,4.6715319618,3.456e-12,1.152e-09,optimal,6
112,J?`DA`gl?{?,11,17,4,4.6712573342,0.6712573342,4.6712573309,3.250e-09,9.485e-10,optimal,6
113,J?`DE_sU`Y?,11,18,4,4.6712555588,0.6712555588,4.6712555266,3.221e-08,5.251e-09,optimal,6
114,J?`FAqcN?{?,11,19,4,4.6712523900,0.6712523900,4.6712523245,6.558e-08,4.658e-09,optimal,6
115,J?b@aVoNBo?,11,20,4,4.6712523453,0.6712523453,4.6712523079,3.748e-08,1.728e-09,optimal,6
116,J?`FAqcJ?{?,11,18,4,4.6712523438,0.6712523438,4.6712523187,2.514e-08,1.038e-09,optimal,6
117,J?`FBOsFci?,11,19,4,4.6712523307,0.6712523307,4.6712523649,3.419e-08,6.364e-10,optimal,6
118,J?`@E`WL?}?,11,17,4,4.6711776793,0.6711776793,4.6711776823,2.986e-09,7.403e-10,optimal,5
119,JCRb`yi}Em?,11,27,3,3.6709527078,0.6709527078,3.6709526189,8.883e-08,4.088e-09,optimal,4
120,JCQb`rsjfM?,11,26,3,3.6704222083,0.6704222083,3.6704222068,1.501e-09,1.626e-09,optimal,4
121,JCOedrKJbi?,11,23,3,3.6699987722,0.6699987722,3.6699987763,4.080e-09,4.696e-10,optimal,4
122,JCQeV`[Mbh?,11,24,3,3.6699133689,0.6699133689,3.6699133538,1.513e-08,5.846e-10,optimal,4
123,JCQbeS{}Ax?,11,25,3,3.6697944998,0.6697944998,3.6697944703,2.955e-08,2.247e-09,optimal,4
124,J?`@E_wlAs_,11,18,4,4.6696766690,0.6696766690,4.6696766665,2.434e-09,9.075e-10,optimal,5
125,JCRb`yi}Ey?,11,27,3,3.6694386898,0.6694386898,3.6694386855,4.354e-09,4.606e-10,optimal,4
126,J?`DB`gd@Y?,11,17,4,4.6692807622,0.6692807622,4.6692807641,1.947e-09,4.266e-10,optimal,5
127,J?`@E_[]As?,11,17,4,4.6691148252,0.6691148252,4.6691147766,4.863e-08,2.588e-09,optimal,6
128,JCQefPsMcx?,11,24,3,3.6686000064,0.6686000064,3.6685999932,1.325e-08,9.207e-10,optimal,4
129,JCQbdp[red?,11,25,3,3.6685950588,0.6685950588,3.6685950236,3.516e-08,1.871e-09,optimal,4
130,JCRbcqhNUh_,11,26,3,3.6685887253,0.6685887253,3.6685887265,1.143e-09,9.726e-10,optimal,4
131,JCQeV`[Mbl?,11,25,3,3.6684258978,0.6684258978,3.6684258631,3.464e-08,2.539e-09,optimal,4
132,J?`DE`gJDh?,11,18,4,4.6682792550,0.6682792550,4.6682792665,1.141e-08,6.417e-10,optimal,5
133,JCRVDXwMbh?,11,25,3,3.6682022466,0.6682022466,3.6682022552,8.592e-09,1.321e-09,optimal,4
134,JCQbfP[rdr?,11,26,3,3.6681613714,0.6681613714,3.6681613199,5.152e-08,3.387e-09,optimal,4
135,JCRbdRY[px_,11,27,3,3.6681560933,0.6681560933,3.6681560600,3.336e-08,1.633e-09,optimal,4
136,JCRbdO{{a}?,11,26,3,3.6680292061,0.6680292061,3.6680292093,3.191e-09,3.877e-10,optimal,4
137,JCQbR_yRVU?,11,24,3,3.6676970428,0.6676970428,3.6676970340,8.809e-09,9.309e-10,optimal,5
138,JCQeRa[Mek_,11,24,3,3.6675926739,0.6675926739,3.6675926550,1.892e-08,1.371e-09,optimal,4
139,JCQeRaeV@s_,11,23,3,3.6675487279,0.6675487279,3.6675487233,4.543e-09,1.351e-09,optimal,4
140,JCRb`yi}E}?,11,28,3,3.6674932087,0.6674932087,3.6674931784,3.022e-08,1.173e-09,optimal,4
141,JCQe`pcjcx_,11,24,3,3.6673719127,0.6673719127,3.6673718300,8.273e-08,5.254e-09,optimal,5
142,JCQeR`[MlZ_,11,26,3,3.6671551348,0.6671551348,3.6671550719,6.292e-08,5.486e-09,optimal,4
143,JCQeR`[Mjx_,11,26,3,3.6671551345,0.6671551345,3.6671550644,7.016e-08,5.192e-09,optimal,4
144,JCQeR`[Mlr_,11,26,3,3.6671551293,0.6671551293,3.6671550827,4.659e-08,5.479e-09,optimal,4
145,JCQeR`[Mi~?,11,26,3,3.6671551281,0.6671551281,3.6671550694,5.866e-08,5.363e-09,optimal,4
146,JCQRDraNBm?,11,24,3,3.6671551196,0.6671551196,3.6671550574,6.222e-08,3.922e-09,optimal,4
147,JCQeR`[Mn[?,11,25,3,3.6671551161,0.6671551161,3.6671550396,7.649e-08,4.846e-09,optimal,4
148,JCQRDO{tS}?,11,24,3,3.6671551151,0.6671551151,3.6671550581,5.699e-08,4.953e-09,optimal,4
149,JCQeR`[Mnq?,11,25,3,3.6671551132,0.6671551132,3.6671550252,8.804e-08,3.968e-09,optimal,4
150,JCQeR`[Mnv?,11,27,3,3.6671551129,0.6671551129,3.6671550397,7.320e-08,4.475e-09,optimal,4
151,JCQRDPqNfK_,11,24,3,3.6671551116,0.6671551116,3.6671550573,5.430e-08,4.761e-09,optimal,4
152,JCQeR`[Mne?,11,25,3,3.6671551100,0.6671551100,3.6671550385,7.151e-08,5.021e-09,optimal,4
153,JCQeR`[Mnf_,11,27,3,3.6671551089,0.6671551089,3.6671550859,2.303e-08,4.574e-09,optimal,4
154,JCQbRbSf`t?,11,24,3,3.6671551088,0.6671551088,3.6671550344,7.439e-08,4.569e-09,optimal,4
155,JCQeR`[Mm|_,11,27,3,3.6671551070,0.6671551070,3.6671550568,5.026e-08,4.514e-09,optimal,4
156,JCQeR`[Mjj?,11,25,3,3.6671551067,0.6671551067,3.6671550128,9.390e-08,4.330e-09,optimal,4
157,JCOedMw\Cy_,11,24,3,3.6671551044,0.6671551044,3.6671550398,6.463e-08,4.975e-09,optimal,5
158,JCQeR`[Mn]?,11,26,3,3.6671551041,0.6671551041,3.6671550638,4.029e-08,4.991e-09,optimal,4
159,JCQeR`[Mjn?,11,26,3,3.6671551035,0.6671551035,3.6671550806,2.294e-08,4.276e-09,optimal,4
160,JCQeR`[Mnb_,11,26,3,3.6671551032,0.6671551032,3.6671550667,3.648e-08,3.071e-09,optimal,4
161,JCQeR`[Mlb_,11,25,3,3.6671551028,0.6671551028,3.6671550467,5.611e-08,4.718e-09,optimal,4
162,JCQeR`[Mmv_,11,27,3,3.6671551015,0.6671551015,3.6671550602,4.126e-08,3.188e-09,optimal,4
163,JCQeR`[MnJ?,11,25,3,3.6671551015,0.6671551015,3.6671550489,5.251e-08,3.338e-09,optimal,4
164,JCQeR`[Mnu?,11,26,3,3.6671551009,0.6671551009,3.6671550792,2.169e-08,3.835e-09,optimal,4
165,JCQeR`[Mmx_,11,26,3,3.6671551002,0.6671551002,3.6671550773,2.293e-08,3.884e-09,optimal,4
166,JCQeR`[Mlt_,11,26,3,3.6671550998,0.6671550998,3.6671550700,2.981e-08,3.609e-09,optimal,4
167,JCQeR`[ye]?,11,25,3,3.6671550993,0.6671550993,3.6671550451,5.419e-08,4.351e-09,optimal,4
168,JCQeR`[MnJ_,11,26,3,3.6671550992,0.6671550992,3.6671550573,4.188e-08,3.266e-09,optimal,4
169,JCQeR`[Mkz?,11,25,3,3.6671550990,0.6671550990,3.6671550504,4.857e-08,3.765e-09,optimal,4
170,JCQeR`[Mmr?,11,25,3,3.6671550989,0.6671550989,3.6671550422,5.668e-08,3.419e-09,optimal,5
171,JCQeR`[Mjf?,11,25,3,3.6671550983,0.6671550983,3.6671550442,5.416e-08,4.182e-09,optimal,4
172,JCQeR`[Mlj?,11,25,3,3.6671550981,0.6671550981,3.6671550432,5.490e-08,2.652e-09,optimal,4
173,JCQeR`[Mn}?,11,27,3,3.6671550976,0.6671550976,3.6671550427,5.498e-08,4.426e-09,optimal,4
174,JCQeR`[Mj|_,11,27,3,3.6671550969,0.6671550969,3.6671550416,5.536e-08,3.878e-09,optimal,4
175,JCQeR`[Ml|_,11,27,3,3.6671550961,0.6671550961,3.6671550352,6.096e-08,3.193e-09,optimal,4
176,JCQeR`[Mml_,11,26,3,3.6671550959,0.6671550959,3.6671550700,2.588e-08,3.529e-09,optimal,4
177,JCQeR`[Mmz_,11,27,3,3.6671550959,0.6671550959,3.6671550577,3.818e-08,2.831e-09,optimal,4
178,JCQ`fRQVCu_,11,24,3,3.6671550952,0.6671550952,3.6671550417,5.345e-08,3.413e-09,optimal,4
179,JCQeR`[Mnr_,11,27,3,3.6671550937,0.6671550937,3.6671550377,5.603e-08,3.384e-09,optimal,4
180,JCQeR`[Mmx?,11,25,3,3.6671550934,0.6671550934,3.6671550422,5.122e-08,3.536e-09,optimal,4
181,JCQeR`[Mnl_,11,27,3,3.6671550933,0.6671550933,3.6671550354,5.786e-08,2.686e-09,optimal,4
182,JCQeR`[Mkl_,11,25,3,3.6671550932,0.6671550932,3.6671550426,5.063e-08,2.328e-09,optimal,4
183,JCQeR`[Mmf?,11,25,3,3.6671550918,0.6671550918,3.6671550580,3.384e-08,3.039e-09,optimal,5
184,JCQeR`[x`t_,11,25,3,3.6671550914,0.6671550914,3.6671550436,4.771e-08,3.011e-09,optimal,4
185,JCQeR`[Mn\_,11,27,3,3.6671550908,0.6671550908,3.6671550518,3.899e-08,2.671e-09,optimal,4
186,JCQeR`[Mmt_,11,26,3,3.6671550903,0.6671550903,3.6671550603,3.000e-08,2.657e-09,optimal,4
187,JCQeR`[Mjr?,11,25,3,3.6671550903,0.6671550903,3.6671550509,3.932e-08,3.288e-09,optimal,4
188,JCQeV`[Mar?,11,24,3,3.6671550898,0.6671550898,3.6671550637,2.609e-08,3.618e-09,optimal,4
189,JCQeR`[Mnv_,11,28,3,3.6671550896,0.6671550896,3.6671550450,4.462e-08,2.355e-09,optimal,4
190,JCQeR`[MnV?,11,26,3,3.6671550891,0.6671550891,3.6671550534,3.570e-08,3.553e-09,optimal,4
191,JCQeV`[MeU?,11,24,3,3.6671550886,0.6671550886,3.6671550757,1.293e-08,3.542e-09,optimal,4
192,JCQeR`[Mn|?,11,27,3,3.6671550886,0.6671550886,3.6671550617,2.690e-08,2.291e-09,optimal,4
193,JCQeR`kMix_,11,25,3,3.6671550884,0.6671550884,3.6671550492,3.918e-08,2.253e-09,optimal,5
194,JCQeR`[Mnn_,11,28,3,3.6671550882,0.6671550882,3.6671550635,2.472e-08,2.400e-09,optimal,4
195,JCQeR`[Mm{?,11,25,3,3.6671550882,0.6671550882,3.6671550477,4.048e-08,3.719e-09,optimal,4
196,JCQeR`[Mmu?,11,25,3,3.6671550879,0.6671550879,3.6671550540,3.385e-08,2.856e-09,optimal,4
197,JCQeR`[Mn\?,11,26,3,3.6671550878,0.6671550878,3.6671550477,4.010e-08,2.282e-09,optimal,4
198,JCQeR`[MnN?,11,26,3,3.6671550872,0.6671550872,3.6671550503,3.684e-08,1.974e-09,optimal,4
199,JCQeR`[Mm|?,11,26,3,3.6671550866,0.6671550866,3.6671550743,1.232e-08,2.098e-09,optimal,4
200,JCQeR`[Mmv?,11,26,3,3.6671550861,0.6671550861,3.6671550506,3.546e-08,2.170e-09,optimal,4
201,JCQb`rKxL\?,11,25,3,3.6671550853,0.6671550853,3.6671550505,3.474e-08,3.912e-09,optimal,4
202,JCQeR`[Mn{?,11,26,3,3.6671550852,0.6671550852,3.6671550744,1.083e-08,2.691e-09,optimal,4
203,JCQeR`[Mlz?,11,26,3,3.6671550852,0.6671550852,3.6671550743,1.093e-08,2.650e-09,optimal,4
204,JCQeR`[Mlj_,11,26,3,3.6671550852,0.6671550852,3.6671550558,2.933e-08,2.583e-09,optimal,4
205,JCQeR`[MnH_,11,25,3,3.6671550851,0.6671550851,3.6671550629,2.215e-08,2.701e-09,optimal,4
206,JCQdbRSfU[_,11,25,3,3.6671550847,0.6671550847,3.6671550488,3.581e-08,2.215e-09,optimal,4
207,JCQeR`[Ml{?,11,25,3,3.6671550846,0.6671550846,3.6671550412,4.340e-08,3.085e-09,optimal,4
208,JCQeR`[Mnn?,11,27,3,3.6671550846,0.6671550846,3.6671550693,1.526e-08,3.013e-09,optimal,4
209,JCQeR`[Mnx_,11,27,3,3.6671550838,0.6671550838,3.6671550638,2.007e-08,1.859e-09,optimal,4
210,JCQeR`[Mjv?,11,26,3,3.6671550835,0.6671550835,3.6671550949,1.145e-08,4.317e-09,optimal,4
211,JCQeR`[MnV_,11,27,3,3.6671550826,0.6671550826,3.6671550507,3.191e-08,2.447e-09,optimal,4
212,JCQeR`[Mlx?,11,25,3,3.6671550826,0.6671550826,3.6671550425,4.005e-08,2.657e-09,optimal,4
213,JCQeR`[Mn^_,11,28,3,3.6671550823,0.6671550823,3.6671550620,2.032e-08,1.783e-09,optimal,4
214,JCQeRaeV@t_,11,24,3,3.6671550820,0.6671550820,3.6671550586,2.339e-08,3.151e-09,optimal,4
215,JCQeR`[Mn^?,11,27,3,3.6671550817,0.6671550817,3.6671550613,2.035e-08,2.120e-09,optimal,4
216,JCQeR`[Mmr_,11,26,3,3.6671550811,0.6671550811,3.6671550781,2.982e-09,2.301e-09,optimal,4
217,JCQeR`[Mit_,11,25,3,3.6671550809,0.6671550809,3.6671550417,3.921e-08,2.304e-09,optimal,4
218,JCQbcvgVE]?,11,25,3,3.6671550807,0.6671550807,3.6671550580,2.278e-08,1.719e-09,optimal,4
219,JCQeR`[Mlz_,11,27,3,3.6671550804,0.6671550804,3.6671550361,4.426e-08,1.568e-09,optimal,4
220,JCOedrcLt[?,11,24,3,3.6671550802,0.6671550802,3.6671550416,3.862e-08,2.296e-09,optimal,4
221,JCQeR`[Mn|_,11,28,3,3.6671550801,0.6671550801,3.6671550524,2.769e-08,1.632e-09,optimal,4
222,JCQeR`[Ml|?,11,26,3,3.6671550800,0.6671550800,3.6671550604,1.957e-08,2.433e-09,optimal,4
223,JCQeR`[Mj~?,11,27,3,3.6671550798,0.6671550798,3.6671550458,3.404e-08,1.667e-09,optimal,4
224,J?`DBOk{Di?,11,19,4,4.6671550794,0.6671550794,4.6671550539,2.554e-08,2.202e-09,optimal,5
225,JCQeR`[Mm~?,11,27,3,3.6671550794,0.6671550794,3.6671550557,2.366e-08,1.668e-09,optimal,4
226,JCQeR`[Mm\_,11,26,3,3.6671550788,0.6671550788,3.6671550700,8.751e-09,1.973e-09,optimal,4
227,JCQeR`[Mln?,11,26,3,3.6671550783,0.6671550783,3.6671550836,5.359e-09,2.512e-09,optimal,4
