rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,perfect,chi_comp
840,HCQbQre,9,15,3,3.3176672109,0.3176672109,3.3176672178696336,6.939e-09,6.428e-10,optimal,False,4
841,HCp`fj^,9,19,3,3.3176672109,0.3176672109,3.31766720530285,5.560e-09,4.223e-10,optimal,False,4
842,HCp`fRh,9,16,3,3.3176672108,0.3176672108,3.3176672178977618,7.072e-09,8.176e-10,optimal,False,4
843,HCQubQh,9,15,3,3.3176672108,0.3176672108,3.3176672148409074,4.018e-09,8.883e-10,optimal,False,4
844,HCp`erV,9,17,3,3.3176672108,0.3176672108,3.3176672109300225,1.401e-10,6.955e-10,optimal,False,4
845,HCp`frk,9,17,3,3.3176672108,0.3176672108,3.31766720660405,4.185e-09,8.881e-10,optimal,False,4
846,HCp`fi|,9,18,3,3.3176672105,0.3176672105,3.3176672588820075,4.840e-08,6.270e-10,optimal,False,4
847,HCp`erT,9,16,3,3.3176672105,0.3176672105,3.3176672264333518,1.597e-08,1.195e-09,optimal,False,4
848,HCp`fQf,9,16,3,3.3176672104,0.3176672104,3.3176672143749757,3.971e-09,6.784e-10,optimal,False,4
849,HCp`eq{,9,16,3,3.3176672103,0.3176672103,3.31766721205718,1.756e-09,5.742e-10,optimal,False,4
850,HCp`fO},9,16,3,3.3176672103,0.3176672103,3.3176672113815546,1.126e-09,5.896e-10,optimal,False,4
851,H?bB@_w,9,10,4,4.3176672102,0.3176672102,4.3176672067930335,3.436e-09,1.459e-10,optimal,False,5
852,HCp`ert,9,17,3,3.3176672102,0.3176672102,3.3176672094895814,7.375e-10,1.161e-09,optimal,False,4
853,HCp`fZl,9,18,3,3.3176672102,0.3176672102,3.3176672034355708,6.721e-09,1.515e-09,optimal,False,4
854,HCp`egv,9,16,3,3.3176672101,0.3176672101,3.3176672130503895,2.954e-09,2.870e-10,optimal,False,4
855,HCp`fRs,9,16,3,3.3176672101,0.3176672101,3.3176672107598146,6.676e-10,7.412e-10,optimal,False,4
856,HCp`fjt,9,18,3,3.3176672101,0.3176672101,3.317667194513291,1.557e-08,2.801e-10,optimal,False,4
857,HCp`ejk,9,16,3,3.3176672101,0.3176672101,3.3176672121867425,2.109e-09,1.577e-09,optimal,False,4
858,HCp`fZ[,9,17,3,3.3176672101,0.3176672101,3.317667208538513,1.531e-09,8.243e-10,optimal,False,4
859,HCp`er~,9,19,3,3.3176672100,0.3176672100,3.317667209434819,6.106e-10,1.240e-09,optimal,False,4
860,HCQbQqc,9,13,3,3.3176672100,0.3176672100,3.3176672205866935,1.055e-08,3.569e-10,optimal,False,4
861,HCp`fr[,9,17,3,3.3176672100,0.3176672100,3.3176672237360276,1.372e-08,2.984e-10,optimal,False,4
862,HCp`fi{,9,17,3,3.3176672099,0.3176672099,3.317667217734128,7.853e-09,1.034e-09,optimal,False,4
863,H?bB@Ru,9,13,4,4.3176672099,0.3176672099,4.317667212826383,2.958e-09,2.182e-09,optimal,False,5
864,HCp`eh|,9,17,3,3.3176672098,0.3176672098,3.3176672107285192,9.047e-10,3.493e-10,optimal,False,4
865,HCQbQpu,9,15,3,3.3176672097,0.3176672097,3.317667204795613,4.912e-09,3.167e-10,optimal,False,4
866,HCp`fjl,9,18,3,3.3176672097,0.3176672097,3.3176672004343093,9.234e-09,6.232e-10,optimal,False,4
867,HCp`er[,9,16,3,3.3176672096,0.3176672096,3.3176672034022077,6.243e-09,1.599e-09,optimal,False,4
868,H?bB@Qs,9,11,4,4.3176672096,0.3176672096,4.317667207970555,1.654e-09,5.902e-10,optimal,False,5
869,HCp`eji,9,16,3,3.3176672096,0.3176672096,3.31766721037188,7.551e-10,4.384e-10,optimal,False,4
870,HCp`fZ],9,18,3,3.3176672095,0.3176672095,3.3176672001381795,9.372e-09,5.822e-10,optimal,False,4
871,HCp`fY],9,17,3,3.3176672095,0.3176672095,3.3176672109927345,1.485e-09,7.026e-10,optimal,False,4
872,HCp`fzm,9,19,3,3.3176672095,0.3176672095,3.3176672038352844,5.649e-09,7.400e-10,optimal,False,4
873,HCp`er{,9,17,3,3.3176672094,0.3176672094,3.3176672035424737,5.878e-09,6.017e-10,optimal,False,4
874,HCp`ep\,9,16,3,3.3176672094,0.3176672094,3.3176672041786164,5.176e-09,1.102e-09,optimal,False,4
875,HCp`fzz,9,20,3,3.3176672093,0.3176672093,3.317667196592799,1.267e-08,3.317e-09,optimal,False,4
876,HCp`ejl,9,17,3,3.3176672092,0.3176672092,3.3176671974300125,1.179e-08,9.440e-10,optimal,False,4
877,H?bB@RO,9,10,4,4.3176672092,0.3176672092,4.317667200104657,9.081e-09,1.146e-10,optimal,False,5
878,HCp`fZk,9,17,3,3.3176672091,0.3176672091,3.317667210486543,1.430e-09,1.099e-09,optimal,False,4
879,HCp`ej\,9,17,3,3.3176672090,0.3176672090,3.317667204501774,4.525e-09,4.018e-10,optimal,False,4
880,HCp`fzn,9,20,3,3.3176672090,0.3176672090,3.3176671718828072,3.713e-08,5.536e-10,optimal,False,4
881,HCQbQrM,9,15,3,3.3176672090,0.3176672090,3.3176672108608285,1.862e-09,2.351e-10,optimal,False,4
882,HCp`eht,9,16,3,3.3176672089,0.3176672089,3.3176672181882605,9.266e-09,4.713e-10,optimal,False,4
883,HCp`fzu,9,19,3,3.3176672089,0.3176672089,3.317667206854507,2.041e-09,3.676e-10,optimal,False,4
884,HCp`fRJ,9,16,3,3.3176672089,0.3176672089,3.317667207836272,1.040e-09,2.010e-10,optimal,False,4
885,HCp`fzy,9,19,3,3.3176672088,0.3176672088,3.3176672064319694,2.412e-09,2.979e-10,optimal,False,4
886,HCp`fZ},9,19,3,3.3176672087,0.3176672087,3.317667203210593,5.487e-09,3.155e-10,optimal,False,4
887,HCp`frx,9,18,3,3.3176672086,0.3176672086,3.317667200753187,7.874e-09,3.117e-10,optimal,False,4
888,HCp`fhm,9,17,3,3.3176672086,0.3176672086,3.3176672161711007,7.563e-09,4.161e-10,optimal,False,4
889,HCp`fi^,9,18,3,3.3176672086,0.3176672086,3.3176672028103367,5.797e-09,1.167e-09,optimal,False,4
890,HCp`fXy,9,17,3,3.3176672086,0.3176672086,3.317667210329454,1.728e-09,5.843e-10,optimal,False,4
891,HCp`fZ\,9,18,3,3.3176672086,0.3176672086,3.3176671945032816,1.406e-08,1.015e-09,optimal,False,4
892,HCp`fj{,9,18,3,3.3176672085,0.3176672085,3.3176672103906295,1.853e-09,1.899e-10,optimal,False,4
893,HCp`fpv,9,18,3,3.3176672085,0.3176672085,3.3176671782990472,3.023e-08,2.220e-10,optimal,False,4
894,HCp`fZz,9,19,3,3.3176672085,0.3176672085,3.3176672044090973,4.091e-09,5.869e-10,optimal,False,4
895,HCp`fZy,9,18,3,3.3176672084,0.3176672084,3.317667203400363,5.035e-09,3.661e-10,optimal,False,4
896,HCp`fjk,9,17,3,3.3176672084,0.3176672084,3.317667205672687,2.706e-09,2.113e-10,optimal,False,4
897,HCp`fY^,9,18,3,3.3176672084,0.3176672084,3.3176672039522317,4.421e-09,9.932e-10,optimal,False,4
898,HCp`eqV,9,16,3,3.3176672084,0.3176672084,3.317667209077087,7.222e-10,2.963e-10,optimal,False,4
899,HCp`fp|,9,18,3,3.3176672083,0.3176672083,3.3176672088816073,5.527e-10,2.684e-10,optimal,False,4
900,HCp`fz},9,20,3,3.3176672083,0.3176672083,3.3176672074649067,8.166e-10,1.846e-10,optimal,False,4
901,HCp`erc,9,15,3,3.3176672083,0.3176672083,3.317667211415764,3.138e-09,2.669e-10,optimal,False,4
902,H?bB@R},9,14,4,4.3176672082,0.3176672082,4.317667216806434,8.595e-09,2.069e-09,optimal,False,5
903,HCp`fru,9,18,3,3.3176672082,0.3176672082,3.317667209258307,1.066e-09,3.070e-10,optimal,False,4
904,H?bB@RS,9,11,4,4.3176672081,0.3176672081,4.317667192808619,1.532e-08,1.742e-09,optimal,False,5
905,HCp`ep|,9,17,3,3.3176672081,0.3176672081,3.317667211026934,2.916e-09,3.952e-10,optimal,False,4
906,HCQubRI,9,15,3,3.3176672081,0.3176672081,3.3176672179901336,9.928e-09,1.109e-10,optimal,False,4
907,HCp`fY~,9,19,3,3.3176672079,0.3176672079,3.3176672018932907,6.016e-09,9.500e-10,optimal,False,4
908,HCp`fZ^,9,19,3,3.3176672077,0.3176672077,3.3176671986279747,9.091e-09,4.830e-10,optimal,False,4
909,HCp`fZ|,9,19,3,3.3176672077,0.3176672077,3.317667203606707,4.083e-09,4.721e-10,optimal,False,4
910,HCp`f~},9,21,3,3.3176672077,0.3176672077,3.317667205224842,2.447e-09,1.340e-09,optimal,False,4
911,HCp`fz{,9,19,3,3.3176672075,0.3176672075,3.3176672242743,1.678e-08,1.211e-10,optimal,False,4
912,HCp`fPr,9,16,3,3.3176672075,0.3176672075,3.31766720844886,9.844e-10,1.958e-09,optimal,False,4
913,HCp`fZZ,9,18,3,3.3176672074,0.3176672074,3.317667205666866,1.728e-09,4.595e-10,optimal,False,4
914,H?bB@R~,9,15,4,4.3176672050,0.3176672050,4.317667211530149,6.548e-09,6.062e-10,optimal,False,5
915,HCpbdh[,9,16,3,3.3162250576,0.3162250576,3.316225004822289,5.275e-08,4.905e-09,optimal,False,4
916,HCR`v`r,9,17,3,3.3159746127,0.3159746127,3.3159745774242566,3.532e-08,4.108e-09,optimal,False,4
917,HCR`v`x,9,17,3,3.3159745909,0.3159745909,3.315974577313369,1.356e-08,1.507e-09,optimal,False,4
918,HCR`rhr,9,17,3,3.3159745753,0.3159745753,3.3159745859512144,1.065e-08,4.661e-10,optimal,False,4
919,HCrbbp],9,18,3,3.3159115193,0.3159115193,3.315911519485728,1.710e-10,4.437e-10,optimal,False,4
920,HCpbfRM,9,17,3,3.3150654993,0.3150654993,3.3150654461515177,5.318e-08,4.481e-09,optimal,False,4
921,HCRcuhr,9,17,3,3.3150654677,0.3150654677,3.315065431782587,3.596e-08,4.114e-09,optimal,False,4
922,HCpdPzu,9,18,3,3.3148086905,0.3148086905,3.314808674898492,1.564e-08,1.415e-09,optimal,False,4
923,HQyuzz},9,25,2,2.3145962325,0.3145962325,2.3145962128787265,1.966e-08,4.224e-09,optimal,False,3
924,HQyuzyn,9,24,2,2.3145962232,0.3145962232,2.3145962093716563,1.385e-08,1.399e-09,optimal,False,3
925,HQyuzzn,9,25,2,2.3145962225,0.3145962225,2.3145962142408445,8.224e-09,2.114e-09,optimal,False,3
926,HCRbem],9,18,3,3.3145962224,0.3145962224,3.314596219269171,3.089e-09,1.252e-09,optimal,False,4
927,HQjVmxz,9,23,2,2.3145962217,0.3145962217,2.3145961901360583,3.153e-08,1.972e-09,optimal,False,3
928,HQyv]x},9,24,2,2.3145962206,0.3145962206,2.3145962169796492,3.654e-09,1.270e-09,optimal,False,3
929,HCRbd^e,9,18,3,3.3145962186,0.3145962186,3.3145962040737604,1.457e-08,4.707e-10,optimal,False,4
930,HQyuzz],9,24,2,2.3145962175,0.3145962175,2.3145962110506866,6.468e-09,9.054e-10,optimal,False,3
931,HQyuzz~,9,26,2,2.3145962126,0.3145962126,2.314596205014389,7.591e-09,6.865e-11,optimal,False,3
932,HCpbawy,9,16,3,3.3135386393,0.3135386393,3.313538603642528,3.569e-08,3.590e-09,optimal,False,4
933,HCR`szU,9,17,3,3.3134040691,0.3134040691,3.313404032910497,3.622e-08,4.585e-09,optimal,False,4
934,HCpbei],9,17,3,3.3123776853,0.3123776853,3.3123776566686773,2.862e-08,2.693e-09,optimal,False,4
935,HCY^BbK,9,16,3,3.3106586869,0.3106586869,3.310658670417755,1.646e-08,3.318e-09,optimal,False,4
936,HCZLb`i,9,16,3,3.3095335751,0.3095335751,3.309533533959559,4.114e-08,5.279e-10,optimal,False,4
937,HCpbdq],9,17,3,3.3091967567,0.3091967567,3.309196762722187,6.059e-09,4.116e-10,optimal,False,4
938,HCpbeh],9,17,3,3.3085185371,0.3085185371,3.308518514316881,2.279e-08,1.981e-09,optimal,False,4
939,HCpbeij,9,17,3,3.3085185369,0.3085185369,3.3085185112515623,2.562e-08,1.467e-09,optimal,False,4
940,HCpbegz,9,17,3,3.3085185318,0.3085185318,3.308518518089325,1.376e-08,1.568e-09,optimal,False,4
941,HCpbazU,9,17,3,3.3085185295,0.3085185295,3.3085185127960925,1.666e-08,3.337e-09,optimal,False,4
942,HCpdPxy,9,17,3,3.3085185264,0.3085185264,3.30851852989024,3.532e-09,1.250e-09,optimal,False,4
943,HCpdPzw,9,17,3,3.3085185210,0.3085185210,3.3085185420889562,2.111e-08,5.017e-10,optimal,False,4
944,HCpVbrk,9,18,3,3.3080129437,0.3080129437,3.308012921766042,2.190e-08,1.637e-09,optimal,False,4
945,HCpbdii,9,16,3,3.3053562508,0.3053562508,3.3053562302009474,2.064e-08,2.976e-09,optimal,False,4
946,HCpbei{,9,17,3,3.3049057099,0.3049057099,3.3049057081670283,1.725e-09,1.322e-09,optimal,False,4
947,HCpVdXy,9,18,3,3.3041872612,0.3041872612,3.3041871901002455,7.108e-08,3.932e-09,optimal,False,4
948,HCQbdzs,9,17,3,3.3036401001,0.3036401001,3.3036401119750294,1.183e-08,3.282e-10,optimal,False,4
949,HCQberi,9,16,3,3.3016944172,0.3016944172,3.3016943477584766,6.940e-08,6.029e-09,optimal,False,4
950,HCpbdqj,9,17,3,3.3016944058,0.3016944058,3.3016943495631184,5.623e-08,6.145e-09,optimal,False,4
951,HCQvDZw,9,17,3,3.3016943878,0.3016943878,3.3016943562797003,3.153e-08,4.095e-09,optimal,False,4
952,HCpdRhw,9,16,3,3.3016943858,0.3016943858,3.301694371782907,1.397e-08,4.866e-09,optimal,False,4
953,HCpdPz|,9,19,3,3.3016943833,0.3016943833,3.3016943503490612,3.294e-08,4.382e-09,optimal,False,4
954,HCQbRfL,9,16,3,3.3016943815,0.3016943815,3.3016943505140905,3.100e-08,3.323e-09,optimal,False,4
955,HCpbfIm,9,17,3,3.3016943784,0.3016943784,3.301694348686285,2.969e-08,3.359e-09,optimal,False,4
956,HCpbehf,9,17,3,3.3016943773,0.3016943773,3.3016943552934315,2.198e-08,4.075e-09,optimal,False,4
957,HCpbaxZ,9,17,3,3.3016943731,0.3016943731,3.3016943518910455,2.121e-08,3.932e-09,optimal,False,4
958,HCpbegv,9,17,3,3.3016943719,0.3016943719,3.3016943502832543,2.159e-08,4.153e-09,optimal,False,4
959,HCpbdhe,9,16,3,3.3016943717,0.3016943717,3.301694349639928,2.201e-08,4.048e-09,optimal,False,4
960,HCpbehZ,9,17,3,3.3016943703,0.3016943703,3.301694348994239,2.132e-08,4.377e-09,optimal,False,4
961,HCQbQzk,9,16,3,3.3016943694,0.3016943694,3.3016943549951145,1.436e-08,1.929e-09,optimal,False,4
962,HCRcrrS,9,16,3,3.3016943688,0.3016943688,3.3016943668995506,1.936e-09,2.348e-09,optimal,False,4
963,HCpbdoy,9,16,3,3.3016943688,0.3016943688,3.301694349958599,1.885e-08,2.749e-09,optimal,False,4
964,HCpberT,9,17,3,3.3016943679,0.3016943679,3.301694347573255,2.035e-08,2.578e-09,optimal,False,4
965,HCpbejf,9,18,3,3.3016943655,0.3016943655,3.301694349797246,1.568e-08,2.727e-09,optimal,False,4
966,HCpdegz,9,17,3,3.3016943642,0.3016943642,3.301694347943082,1.621e-08,4.451e-09,optimal,False,4
967,HCQbep{,9,16,3,3.3016943629,0.3016943629,3.3016943528329494,1.011e-08,2.136e-09,optimal,False,4
968,HCpbaz[,9,17,3,3.3016943620,0.3016943620,3.301694351435419,1.060e-08,2.053e-09,optimal,False,4
969,HCQudq],9,17,3,3.3016943616,0.3016943616,3.301694355811056,5.745e-09,2.016e-09,optimal,False,4
970,HCpbeim,9,17,3,3.3016943615,0.3016943615,3.3016943689118166,7.449e-09,2.850e-09,optimal,False,4
971,HCpbax},9,18,3,3.3016943608,0.3016943608,3.3016943668758283,6.066e-09,3.118e-09,optimal,False,4
972,HCQuQrb,9,16,3,3.3016943597,0.3016943597,3.301694350815223,8.852e-09,1.860e-09,optimal,False,4
973,HCpbeqj,9,17,3,3.3016943587,0.3016943587,3.301694351109162,7.581e-09,2.334e-09,optimal,False,4
974,HCpddVw,9,17,3,3.3016943586,0.3016943586,3.301694373790994,1.516e-08,3.022e-09,optimal,False,4
975,HCpbeoy,9,16,3,3.3016943586,0.3016943586,3.301694352446926,6.120e-09,1.598e-09,optimal,False,4
976,HCpdRW|,9,17,3,3.3016943576,0.3016943576,3.301694351754637,5.829e-09,1.487e-09,optimal,False,4
977,HCpbay{,9,17,3,3.3016943568,0.3016943568,3.3016943568563732,2.291e-11,2.007e-09,optimal,False,4
978,HCpbazT,9,17,3,3.3016943565,0.3016943565,3.30169434892367,7.548e-09,1.506e-09,optimal,False,4
979,HCQbRpu,9,16,3,3.3016943560,0.3016943560,3.301694350025653,5.943e-09,1.923e-09,optimal,False,4
980,HCpdPzl,9,18,3,3.3016943543,0.3016943543,3.3016943628339464,8.504e-09,1.354e-09,optimal,False,4
981,HCpbdrT,9,17,3,3.3016943539,0.3016943539,3.3016943564249677,2.497e-09,1.293e-09,optimal,False,4
982,HCdebPM,9,15,3,3.3016943533,0.3016943533,3.3016943565376446,3.228e-09,1.174e-09,optimal,False,4
983,HCpdUi{,9,17,3,3.3016943528,0.3016943528,3.3016943578803692,5.043e-09,1.221e-09,optimal,False,4
984,HCRcujw,9,17,3,3.3016943526,0.3016943526,3.3016943536296988,1.025e-09,2.089e-09,optimal,False,4
985,HCpbeiy,9,17,3,3.3016943521,0.3016943521,3.301694354692373,2.603e-09,1.075e-09,optimal,False,4
986,HCpddq\,9,17,3,3.3016943517,0.3016943517,3.3016943477290384,4.014e-09,1.240e-09,optimal,False,4
987,HCpbejT,9,17,3,3.3016943516,0.3016943516,3.301694352749739,1.171e-09,1.068e-09,optimal,False,4
988,HCpbejJ,9,17,3,3.3016943512,0.3016943512,3.3016943489084736,2.339e-09,1.589e-09,optimal,False,4
989,HCpbdoz,9,17,3,3.3016943511,0.3016943511,3.301694350322501,7.611e-10,9.539e-10,optimal,False,4
990,HCpdUjw,9,17,3,3.3016943496,0.3016943496,3.301694350488545,8.623e-10,1.617e-09,optimal,False,4
991,HCpdPzx,9,18,3,3.3016943483,0.3016943483,3.301694352269335,3.995e-09,9.153e-10,optimal,False,4
992,HCpbazX,9,17,3,3.3016943481,0.3016943481,3.301694355900085,7.809e-09,9.322e-10,optimal,False,4
993,HCQbRd\,9,16,3,3.3016943476,0.3016943476,3.3016943483215977,6.968e-10,7.324e-10,optimal,False,4
994,HCpbdgy,9,16,3,3.3016943476,0.3016943476,3.3016943529688074,5.390e-09,8.231e-10,optimal,False,4
995,HCpbazY,9,17,3,3.3016943473,0.3016943473,3.3016943496482445,2.361e-09,1.040e-09,optimal,False,4
996,HCQ`erM,9,15,3,3.3016943470,0.3016943470,3.30169434894358,1.975e-09,5.666e-10,optimal,False,4
997,HCpbein,9,18,3,3.3016943463,0.3016943463,3.301694348457507,2.150e-09,5.604e-10,optimal,False,4
998,HCpbejz,9,19,3,3.3016943462,0.3016943462,3.301694349461893,3.258e-09,8.159e-10,optimal,False,4
999,HCRctVw,9,17,3,3.3016943462,0.3016943462,3.3016943521075914,5.905e-09,4.922e-10,optimal,False,4
1000,HCQbQxx,9,16,3,3.3016943460,0.3016943460,3.3016943526660993,6.635e-09,4.242e-10,optimal,False,4
