rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,chi_comp
236,ICpbbg}x_,10,22,3,3.4858415603,0.4858415603,3.4858415400,2.029e-08,1.179e-09,optimal,4
237,ICR`rjgx_,10,21,3,3.4841875376,0.4841875376,3.4841875286,9.002e-09,1.841e-09,optimal,4
238,ICQe`pkfG,10,19,3,3.4837772505,0.4837772505,3.4837772015,4.898e-08,5.810e-09,optimal,4
239,ICQe`pcy_,10,18,3,3.4834185500,0.4834185500,3.4834185056,4.443e-08,5.338e-09,optimal,4
240,ICQe`psy_,10,19,3,3.4834017507,0.4834017507,3.4834017284,2.227e-08,1.444e-09,optimal,4
241,ICQeR_{m_,10,19,3,3.4833544185,0.4833544185,3.4833544147,3.832e-09,7.200e-10,optimal,4
242,ICQbdp[y_,10,20,3,3.4833516528,0.4833516528,3.4833516189,3.399e-08,2.389e-09,optimal,4
243,ICpbfG{iW,10,21,3,3.4830695794,0.4830695794,3.4830695471,3.231e-08,3.079e-09,optimal,4
244,ICpbfG{Mw,10,22,3,3.4829909712,0.4829909712,3.4829909421,2.917e-08,2.796e-09,optimal,4
245,ICpbfG{iw,10,22,3,3.4829909526,0.4829909526,3.4829909261,2.650e-08,1.472e-09,optimal,4
246,ICQbee[m_,10,20,3,3.4826276960,0.4826276960,3.4826276480,4.798e-08,2.092e-09,optimal,4
247,ICRbdRRl_,10,21,3,3.4816869519,0.4816869519,3.4816869475,4.476e-09,2.020e-09,optimal,4
248,ICQeR_{x_,10,19,3,3.4808988239,0.4808988239,3.4808987654,5.842e-08,5.413e-09,optimal,4
249,ICpdPxq}?,10,21,3,3.4808937616,0.4808937616,3.4808937287,3.287e-08,3.345e-09,optimal,4
250,ICRbdRRn_,10,22,3,3.4799726383,0.4799726383,3.4799726437,5.353e-09,4.062e-10,optimal,4
251,I?bB@_Wc_,10,12,4,4.4793262074,0.4793262074,4.4793261907,1.670e-08,7.724e-11,optimal,5
252,ICQRDPqZ_,10,18,3,3.4780556860,0.4780556860,3.4780556449,4.112e-08,4.800e-09,optimal,4
253,ICdebQkKo,10,19,3,3.4778841934,0.4778841934,3.4778841775,1.595e-08,1.615e-09,optimal,4
254,ICQbRbSfO,10,19,3,3.4776961124,0.4776961124,3.4776961079,4.468e-09,5.660e-10,optimal,4
255,ICQbepkMW,10,20,3,3.4773671017,0.4773671017,3.4773670598,4.195e-08,3.254e-09,optimal,4
256,ICOedrKUo,10,19,3,3.4772987731,0.4772987731,3.4772987524,2.071e-08,1.295e-09,optimal,4
257,ICQeV`[eg,10,20,3,3.4772575533,0.4772575533,3.4772575312,2.209e-08,2.061e-09,optimal,4
258,ICQbdK{eo,10,20,3,3.4771856730,0.4771856730,3.4771856632,9.800e-09,9.466e-10,optimal,4
259,ICRVDXweW,10,21,3,3.4771686658,0.4771686658,3.4771686344,3.138e-08,3.729e-09,optimal,4
260,ICQbdrKV_,10,20,3,3.4770585497,0.4770585497,3.4770585201,2.962e-08,5.658e-10,optimal,4
261,I?`DB`WN?,10,14,4,4.4767754096,0.4767754096,4.4767754089,7.253e-10,1.321e-09,optimal,5
262,ICQeR_{tG,10,19,3,3.4765157015,0.4765157015,3.4765156960,5.469e-09,6.699e-10,optimal,4
263,ICp`fQsr_,10,20,3,3.4762250118,0.4762250118,3.4762249526,5.927e-08,3.998e-09,optimal,4
264,ICOedrKVo,10,20,3,3.4761464398,0.4761464398,3.4761463895,5.032e-08,3.335e-09,optimal,4
265,ICQbcs{jo,10,21,3,3.4761461733,0.4761461733,3.4761461419,3.143e-08,2.402e-09,optimal,4
266,ICQeV`[mg,10,21,3,3.4760356598,0.4760356598,3.4760356320,2.782e-08,3.107e-09,optimal,4
267,ICRVDXwew,10,22,3,3.4760178168,0.4760178168,3.4760178121,4.614e-09,8.263e-10,optimal,4
268,ICQbdp[xO,10,20,3,3.4760059428,0.4760059428,3.4760059334,9.445e-09,2.172e-09,optimal,4
269,ICQb`rKKo,10,18,3,3.4755110642,0.4755110642,3.4755110184,4.582e-08,2.524e-09,optimal,4
270,ICQe`psVG,10,19,3,3.4752237865,0.4752237865,3.4752237852,1.307e-09,5.494e-10,optimal,4
271,ICQbdp[NG,10,20,3,3.4750726394,0.4750726394,3.4750725915,4.797e-08,3.539e-09,optimal,4
272,ICQe`phf?,10,18,3,3.4747982651,0.4747982651,3.4747982359,2.925e-08,1.565e-09,optimal,4
273,ICRVBiwN_,10,21,3,3.4747580419,0.4747580419,3.4747580304,1.155e-08,2.107e-09,optimal,4
274,ICQ`fRQf_,10,19,3,3.4747227296,0.4747227296,3.4747227029,2.667e-08,3.030e-09,optimal,4
275,ICQbeS{V_,10,20,3,3.4742731420,0.4742731420,3.4742731232,1.876e-08,7.001e-10,optimal,4
276,ICZJfQeNG,10,22,3,3.4742478613,0.4742478613,3.4742478636,2.304e-09,9.393e-10,optimal,4
277,ICrb`riVo,10,23,3,3.4742125999,0.4742125999,3.4742125870,1.289e-08,1.640e-09,optimal,4
278,ICQv@pkr_,10,20,3,3.4741142775,0.4741142775,3.4741142658,1.172e-08,6.528e-10,optimal,4
279,ICQb`riro,10,21,3,3.4738550334,0.4738550334,3.4738549555,7.791e-08,5.548e-09,optimal,4
280,ICRbdQ{fo,10,22,3,3.4738549035,0.4738549035,3.4738548789,2.465e-08,2.482e-09,optimal,4
281,I?`@f?kU?,10,13,4,4.4737047075,0.4737047075,4.4737046611,4.635e-08,4.361e-09,optimal,5
282,ICQv@pkso,10,20,3,3.4735886345,0.4735886345,3.4735886322,2.324e-09,1.158e-09,optimal,4
283,ICpdUg{{_,10,21,3,3.4735181823,0.4735181823,3.4735181770,5.320e-09,1.364e-09,optimal,4
284,ICQbdc{ho,10,20,3,3.4733618513,0.4733618513,3.4733617934,5.789e-08,5.453e-09,optimal,4
285,ICpbbK{TW,10,21,3,3.4733496514,0.4733496514,3.4733496439,7.546e-09,3.610e-09,optimal,4
286,ICRbdRR}_,10,22,3,3.4731405341,0.4731405341,3.4731404835,5.066e-08,4.034e-09,optimal,4
287,ICQbdK{mo,10,21,3,3.4730565226,0.4730565226,3.4730564882,3.446e-08,3.674e-09,optimal,4
288,ICQbdK{~?,10,21,3,3.4730565146,0.4730565146,3.4730564980,1.665e-08,3.537e-09,optimal,4
289,ICQbdq]|O,10,22,3,3.4730543283,0.4730543283,3.4730542668,6.144e-08,5.010e-09,optimal,4
290,ICpdPxqmO,10,21,3,3.4727099410,0.4727099410,3.4727099273,1.364e-08,2.289e-09,optimal,4
291,ICrb`ri^_,10,23,3,3.4725528410,0.4725528410,3.4725527776,6.337e-08,3.799e-09,optimal,4
292,ICQbfI[j_,10,20,3,3.4725231769,0.4725231769,3.4725231237,5.318e-08,3.253e-09,optimal,4
293,ICQbdc{jo,10,21,3,3.4723995145,0.4723995145,3.4723995101,4.441e-09,5.437e-10,optimal,4
294,ICQvDWy\W,10,22,3,3.4723989846,0.4723989846,3.4723989700,1.456e-08,1.304e-09,optimal,4
295,I?`DA`gdG,10,13,4,4.4721360484,0.4721360484,4.4721359401,1.083e-07,5.876e-09,optimal,5
296,I?bB@`WE_,10,13,4,4.4721360397,0.4721360397,4.4721359496,9.015e-08,5.918e-09,optimal,5
297,I?`DA`wl?,10,14,4,4.4721360356,0.4721360356,4.4721359550,8.056e-08,4.553e-09,optimal,5
298,I?`D@POd?,10,11,4,4.4721360246,0.4721360246,4.4721359756,4.902e-08,5.145e-09,optimal,5
299,I?bFB_wN?,10,16,4,4.4721360225,0.4721360225,4.4721359577,6.476e-08,3.842e-09,optimal,5
300,I?`af?wF?,10,14,4,4.4721360209,0.4721360209,4.4721359481,7.281e-08,4.560e-09,optimal,5
301,I?b@f@wFO,10,16,4,4.4721360174,0.4721360174,4.4721359989,1.847e-08,4.644e-09,optimal,5
302,I?`FAo]]?,10,16,4,4.4721360174,0.4721360174,4.4721359549,6.248e-08,4.897e-09,optimal,5
303,I?`DE_sN?,10,14,4,4.4721360144,0.4721360144,4.4721360138,5.532e-10,4.969e-09,optimal,5
304,I?opuNo{?,10,19,4,4.4721360121,0.4721360121,4.4721359700,4.203e-08,4.082e-09,optimal,5
305,I?`DbRodO,10,16,4,4.4721360067,0.4721360067,4.4721359570,4.962e-08,3.703e-09,optimal,5
306,I?`DB`gF_,10,14,4,4.4721360062,0.4721360062,4.4721359788,2.745e-08,5.325e-09,optimal,5
307,I?`DBRodO,10,15,4,4.4721360062,0.4721360062,4.4721359481,5.809e-08,4.213e-09,optimal,5
308,I?`Df?sFO,10,15,4,4.4721360060,0.4721360060,4.4721359663,3.964e-08,5.162e-09,optimal,5
309,I?`DB_s]?,10,14,4,4.4721360052,0.4721360052,4.4721359627,4.255e-08,3.481e-09,optimal,5
310,I?`DB_[Y?,10,13,4,4.4721360050,0.4721360050,4.4721359763,2.869e-08,4.019e-09,optimal,5
311,I?`DE_sJ?,10,13,4,4.4721360040,0.4721360040,4.4721359537,5.029e-08,3.012e-09,optimal,5
312,I?`DA_wd?,10,12,4,4.4721360026,0.4721360026,4.4721359502,5.235e-08,3.562e-09,optimal,5
313,I?`DA_wl?,10,13,4,4.4721360024,0.4721360024,4.4721359573,4.512e-08,3.708e-09,optimal,5
314,I?`cjboY_,10,17,4,4.4721360022,0.4721360022,4.4721359724,2.987e-08,3.880e-09,optimal,5
315,I?`F?zoN?,10,16,4,4.4721360016,0.4721360016,4.4721359565,4.519e-08,4.991e-09,optimal,5
316,I?bB@`wF_,10,15,4,4.4721360006,0.4721360006,4.4721359515,4.914e-08,4.532e-09,optimal,5
317,I?`D@POl?,10,12,4,4.4721359981,0.4721359981,4.4721359423,5.576e-08,4.801e-09,optimal,5
318,I?`D`roN?,10,16,4,4.4721359965,0.4721359965,4.4721359557,4.079e-08,4.221e-09,optimal,5
319,I?`Df@WhG,10,15,4,4.4721359954,0.4721359954,4.4721359561,3.929e-08,3.419e-09,optimal,5
320,I?`DE`gdG,10,14,4,4.4721359950,0.4721359950,4.4721359662,2.883e-08,2.606e-09,optimal,5
321,I?`afASYG,10,15,4,4.4721359948,0.4721359948,4.4721359410,5.371e-08,2.871e-09,optimal,5
322,I?bB@`WF_,10,14,4,4.4721359946,0.4721359946,4.4721359654,2.916e-08,3.867e-09,optimal,5
323,I?`Db`wl?,10,16,4,4.4721359942,0.4721359942,4.4721359656,2.856e-08,3.921e-09,optimal,5
324,I?`Df?[N?,10,15,4,4.4721359918,0.4721359918,4.4721359744,1.743e-08,2.600e-09,optimal,5
325,I?b@f@WFO,10,15,4,4.4721359913,0.4721359913,4.4721359615,2.978e-08,2.751e-09,optimal,5
326,I?`af?wFO,10,15,4,4.4721359892,0.4721359892,4.4721359469,4.236e-08,3.138e-09,optimal,5
327,I?`FAqc{?,10,15,4,4.4721359888,0.4721359888,4.4721359464,4.248e-08,2.519e-09,optimal,5
328,I?`acjoYO,10,16,4,4.4721359888,0.4721359888,4.4721359556,3.322e-08,3.860e-09,optimal,5
329,I?`DB_kN?,10,14,4,4.4721359885,0.4721359885,4.4721360104,2.196e-08,2.222e-09,optimal,5
330,I?`DA`gd?,10,12,4,4.4721359873,0.4721359873,4.4721359140,7.327e-08,1.985e-09,optimal,5
331,I?`DA_wN?,10,13,4,4.4721359859,0.4721359859,4.4721359251,6.081e-08,2.221e-09,optimal,5
332,I?`bf?[]?,10,16,4,4.4721359858,0.4721359858,4.4721359633,2.249e-08,3.167e-09,optimal,5
333,I?`DB_[]?,10,14,4,4.4721359850,0.4721359850,4.4721359692,1.589e-08,1.920e-09,optimal,5
334,I?`D@poN?,10,14,4,4.4721359845,0.4721359845,4.4721359547,2.976e-08,2.635e-09,optimal,5
335,I?`Db_wl?,10,15,4,4.4721359840,0.4721359840,4.4721359665,1.745e-08,3.354e-09,optimal,5
336,I?bF@pwF_,10,17,4,4.4721359829,0.4721359829,4.4721359579,2.498e-08,2.768e-09,optimal,5
337,I?`DE_wN?,10,14,4,4.4721359803,0.4721359803,4.4721360037,2.335e-08,3.369e-09,optimal,5
338,I?`DE_{N?,10,15,4,4.4721359793,0.4721359793,4.4721359536,2.574e-08,1.912e-09,optimal,5
339,I?`cn@oY_,10,16,4,4.4721359791,0.4721359791,4.4721359353,4.379e-08,2.137e-09,optimal,5
340,ICQbdo{MW,10,20,3,3.4721359784,0.4721359784,3.4721359478,3.059e-08,1.565e-09,optimal,4
341,I?bB`roN?,10,17,4,4.4721359772,0.4721359772,4.4721359501,2.706e-08,1.398e-09,optimal,5
342,I?`ed`gdG,10,16,4,4.4721359763,0.4721359763,4.4721359570,1.929e-08,2.006e-09,optimal,5
343,I?`fBO]]?,10,17,4,4.4721359750,0.4721359750,4.4721359587,1.630e-08,1.821e-09,optimal,5
344,I?`DB_]]?,10,15,4,4.4721359744,0.4721359744,4.4721359534,2.105e-08,1.807e-09,optimal,5
345,I?`ebRodO,10,17,4,4.4721359733,0.4721359733,4.4721359520,2.139e-08,2.439e-09,optimal,5
346,I?`Df?[l?,10,15,4,4.4721359733,0.4721359733,4.4721359878,1.454e-08,1.322e-09,optimal,5
347,I?`DA`gl?,10,13,4,4.4721359705,0.4721359705,4.4721359441,2.642e-08,1.114e-09,optimal,5
348,I?`D@poF_,10,14,4,4.4721359701,0.4721359701,4.4721359710,8.895e-10,9.832e-10,optimal,5
349,I?`Db_kN?,10,15,4,4.4721359701,0.4721359701,4.4721359419,2.815e-08,2.376e-09,optimal,5
350,I?`cm`oY_,10,16,4,4.4721359694,0.4721359694,4.4721359589,1.045e-08,9.554e-10,optimal,5
351,I?opvBop_,10,18,4,4.4721359681,0.4721359681,4.4721359594,8.710e-09,1.253e-09,optimal,5
352,I?`DA_{N?,10,14,4,4.4721359672,0.4721359672,4.4721359593,7.904e-09,3.500e-09,optimal,5
353,I?`cm`g{?,10,16,4,4.4721359646,0.4721359646,4.4721359654,8.285e-10,1.284e-09,optimal,5
354,I?`FE_wN?,10,15,4,4.4721359645,0.4721359645,4.4721359547,9.775e-09,1.141e-09,optimal,5
355,I?`DE_sJO,10,14,4,4.4721359643,0.4721359643,4.4721359711,6.735e-09,8.223e-10,optimal,5
356,I?`cjVo{?,10,18,4,4.4721359626,0.4721359626,4.4721359579,4.714e-09,1.405e-09,optimal,5
357,I?`DB_[M?,10,13,4,4.4721359616,0.4721359616,4.4721359457,1.590e-08,4.816e-10,optimal,5
358,I?rFf_{N?,10,20,4,4.4721359609,0.4721359609,4.4721359135,4.736e-08,3.294e-10,optimal,5
359,I?ovE_wpG,10,17,4,4.4721359608,0.4721359608,4.4721359525,8.326e-09,1.741e-09,optimal,5
360,I?`cjRo{?,10,17,4,4.4721359605,0.4721359605,4.4721359685,8.023e-09,5.116e-10,optimal,5
361,I?bB`zoN?,10,18,4,4.4721359597,0.4721359597,4.4721359591,6.511e-10,3.652e-10,optimal,5
362,I?bFB_wF?,10,15,4,4.4721359581,0.4721359581,4.4721359456,1.252e-08,1.253e-10,optimal,5
363,I?`Df?[L?,10,14,4,4.4721359576,0.4721359576,4.4721359578,1.497e-10,2.147e-10,optimal,5
364,I?opuJo{?,10,18,4,4.4721359572,0.4721359572,4.4721359836,2.633e-08,1.638e-09,optimal,5
365,I?`DA_wL?,10,12,4,4.4721359566,0.4721359566,4.4721359570,3.309e-10,3.755e-10,optimal,5
366,I?`Db_kF?,10,14,4,4.4721359538,0.4721359538,4.4721359741,2.025e-08,2.124e-10,optimal,5
367,I?`FE_{N?,10,16,4,4.4721359538,0.4721359538,4.4721359681,1.438e-08,2.182e-09,optimal,5
368,I?`Db_{N?,10,16,4,4.4721359530,0.4721359530,4.4721359468,6.272e-09,5.028e-10,optimal,5
369,ICQbdq]Ng,10,22,3,3.4716273684,0.4716273684,3.4716273557,1.271e-08,2.022e-09,optimal,4
370,ICQbdp{fg,10,22,3,3.4716273498,0.4716273498,3.4716273558,5.985e-09,4.291e-10,optimal,4
371,ICRb`ym|O,10,23,3,3.4716023477,0.4716023477,3.4716022938,5.391e-08,2.872e-09,optimal,4
372,ICRbcqhtG,10,20,3,3.4714565395,0.4714565395,3.4714565030,3.653e-08,3.978e-09,optimal,4
373,ICpdPxqz?,10,21,3,3.4708726910,0.4708726910,3.4708726751,1.588e-08,1.702e-09,optimal,4
374,ICQe`pcMO,10,17,3,3.4703809071,0.4703809071,3.4703808459,6.121e-08,4.507e-09,optimal,4
375,ICQe`pcng,10,20,3,3.4703808731,0.4703808731,3.4703808283,4.478e-08,5.654e-09,optimal,4
376,ICQe`pcrO,10,18,3,3.4703808710,0.4703808710,3.4703808293,4.167e-08,4.293e-09,optimal,4
377,ICQe`pct_,10,18,3,3.4703808710,0.4703808710,3.4703808252,4.572e-08,6.011e-09,optimal,4
378,ICQe`pcNo,10,19,3,3.4703808707,0.4703808707,3.4703808458,2.487e-08,5.001e-09,optimal,4
379,ICQe`pcs_,10,17,3,3.4703808635,0.4703808635,3.4703808436,1.990e-08,3.470e-09,optimal,4
380,ICQe`pcu_,10,18,3,3.4703808603,0.4703808603,3.4703808288,3.141e-08,3.831e-09,optimal,4
381,ICQe`pcYO,10,17,3,3.4703808590,0.4703808590,3.4703808385,2.049e-08,3.161e-09,optimal,4
382,ICQe`pc{g,10,19,3,3.4703808569,0.4703808569,3.4703808394,1.754e-08,4.867e-09,optimal,4
383,ICQe`pc[w,10,19,3,3.4703808554,0.4703808554,3.4703808601,4.747e-09,2.137e-09,optimal,4
384,ICQe`pcf_,10,18,3,3.4703808541,0.4703808541,3.4703808205,3.360e-08,2.789e-09,optimal,4
385,ICQe`pc}_,10,19,3,3.4703808538,0.4703808538,3.4703808398,1.402e-08,3.156e-09,optimal,4
386,ICQe`pcl_,10,18,3,3.4703808536,0.4703808536,3.4703808303,2.329e-08,2.177e-09,optimal,4
387,ICQe`pcyO,10,18,3,3.4703808534,0.4703808534,3.4703808350,1.844e-08,3.275e-09,optimal,4
388,ICQe`pcuO,10,18,3,3.4703808515,0.4703808515,3.4703808358,1.565e-08,3.385e-09,optimal,4
389,ICQe`pc}w,10,21,3,3.4703808510,0.4703808510,3.4703808417,9.334e-09,2.326e-09,optimal,4
390,ICQe`pcko,10,18,3,3.4703808506,0.4703808506,3.4703808329,1.776e-08,2.213e-09,optimal,4
391,ICQe`pcso,10,18,3,3.4703808505,0.4703808505,3.4703808143,3.622e-08,2.773e-09,optimal,4
392,ICQeR_{lO,10,19,3,3.4703808492,0.4703808492,3.4703808362,1.302e-08,1.492e-09,optimal,4
393,ICQe`pc|g,10,20,3,3.4703808477,0.4703808477,3.4703808270,2.073e-08,1.969e-09,optimal,4
394,ICQe`pcn_,10,19,3,3.4703808476,0.4703808476,3.4703808069,4.070e-08,2.875e-09,optimal,4
395,ICQe`pcz_,10,19,3,3.4703808476,0.4703808476,3.4703808367,1.085e-08,1.610e-09,optimal,4
396,ICQe`pc]o,10,19,3,3.4703808469,0.4703808469,3.4703808422,4.708e-09,2.554e-09,optimal,4
397,ICQe`pc~g,10,21,3,3.4703808458,0.4703808458,3.4703808390,6.853e-09,1.671e-09,optimal,4
398,ICQe`pcMo,10,18,3,3.4703808456,0.4703808456,3.4703808436,2.039e-09,1.877e-09,optimal,4
399,ICQe`pczO,10,19,3,3.4703808450,0.4703808450,3.4703808611,1.608e-08,1.854e-09,optimal,4
400,ICQe`pcd_,10,17,3,3.4703808437,0.4703808437,3.4703808589,1.519e-08,9.970e-10,optimal,4
401,ICQe`pc|_,10,19,3,3.4703808436,0.4703808436,3.4703808370,6.665e-09,1.500e-09,optimal,4
402,ICQe`pc]O,10,18,3,3.4703808432,0.4703808432,3.4703808169,2.625e-08,1.285e-09,optimal,4
403,ICQe`pc|w,10,21,3,3.4703808432,0.4703808432,3.4703808391,4.124e-09,1.116e-09,optimal,4
404,ICQe`pkXO,10,18,3,3.4703808430,0.4703808430,3.4703808377,5.347e-09,1.611e-09,optimal,4
405,ICQe`pclg,10,19,3,3.4703808427,0.4703808427,3.4703808379,4.760e-09,1.104e-09,optimal,4
406,ICQe`pcUo,10,18,3,3.4703808422,0.4703808422,3.4703808485,6.341e-09,9.065e-10,optimal,4
407,ICQe`pcyo,10,19,3,3.4703808418,0.4703808418,3.4703808417,5.608e-11,1.522e-09,optimal,4
408,ICQe`pcVo,10,19,3,3.4703808415,0.4703808415,3.4703808398,1.774e-09,1.511e-09,optimal,4
409,ICQe`pcto,10,19,3,3.4703808406,0.4703808406,3.4703808345,6.091e-09,1.403e-09,optimal,4
410,ICQe`pc]w,10,20,3,3.4703808403,0.4703808403,3.4703808033,3.696e-08,9.251e-10,optimal,4
411,ICQe`pc}g,10,20,3,3.4703808399,0.4703808399,3.4703808317,8.122e-09,9.343e-10,optimal,4
412,ICQe`pclo,10,19,3,3.4703808395,0.4703808395,3.4703808453,5.705e-09,1.614e-09,optimal,4
413,ICQe`pc~o,10,21,3,3.4703808394,0.4703808394,3.4703808451,5.707e-09,1.019e-09,optimal,4
414,ICQe`pcuo,10,19,3,3.4703808393,0.4703808393,3.4703808409,1.579e-09,6.968e-10,optimal,4
415,ICQeR_{eO,10,18,3,3.4703808393,0.4703808393,3.4703808261,1.318e-08,7.121e-10,optimal,4
416,ICQe`pc}O,10,19,3,3.4703808392,0.4703808392,3.4703808490,9.798e-09,1.063e-09,optimal,4
417,ICQe`pc|o,10,20,3,3.4703808391,0.4703808391,3.4703808350,4.027e-09,1.396e-09,optimal,4
418,ICQe`pc^o,10,20,3,3.4703808385,0.4703808385,3.4703808219,1.655e-08,1.553e-09,optimal,4
419,ICQe`pcr_,10,18,3,3.4703808382,0.4703808382,3.4703808323,5.871e-09,6.027e-10,optimal,4
420,ICQe`pc~_,10,20,3,3.4703808376,0.4703808376,3.4703808240,1.364e-08,6.140e-10,optimal,4
421,ICQe`pc}o,10,20,3,3.4703808376,0.4703808376,3.4703808201,1.752e-08,4.369e-10,optimal,4
422,ICQe`pc{w,10,20,3,3.4703808373,0.4703808373,3.4703808299,7.358e-09,8.042e-10,optimal,4
423,ICOcePsJ_,10,16,3,3.4703808370,0.4703808370,3.4703808385,1.540e-09,7.997e-10,optimal,4
424,ICQe`pc{o,10,19,3,3.4703808370,0.4703808370,3.4703808448,7.891e-09,6.214e-10,optimal,4
425,ICQe`pcvo,10,20,3,3.4703808368,0.4703808368,3.4703808398,2.992e-09,4.611e-10,optimal,4
426,ICQe`pcmO,10,18,3,3.4703808367,0.4703808367,3.4703808261,1.062e-08,5.806e-10,optimal,4
427,ICQe`pc~O,10,20,3,3.4703808365,0.4703808365,3.4703808364,1.367e-10,6.204e-10,optimal,4
428,ICQe`pcno,10,20,3,3.4703808365,0.4703808365,3.4703808383,1.785e-09,5.505e-10,optimal,4
429,ICQe`pc~w,10,22,3,3.4703808363,0.4703808363,3.4703808363,4.262e-11,5.057e-10,optimal,4
430,ICQe`pcmo,10,19,3,3.4703808362,0.4703808362,3.4703808418,5.578e-09,8.051e-10,optimal,4
431,ICQe`pcYo,10,18,3,3.4703808362,0.4703808362,3.4703808170,1.917e-08,4.963e-10,optimal,4
432,ICQe`pcnO,10,19,3,3.4703808359,0.4703808359,3.4703808437,7.822e-09,4.676e-10,optimal,4
433,ICQe`pczo,10,20,3,3.4703808359,0.4703808359,3.4703808217,1.419e-08,5.354e-10,optimal,4
434,ICQe`pcv_,10,19,3,3.4703808352,0.4703808352,3.4703808413,6.081e-09,9.776e-10,optimal,4
435,ICQe`pc{_,10,18,3,3.4703808352,0.4703808352,3.4703808241,1.112e-08,2.599e-10,optimal,4
436,ICQe`pc]g,10,19,3,3.4703808351,0.4703808351,3.4703808466,1.158e-08,3.656e-10,optimal,4
437,ICQe`pcqO,10,17,3,3.4703808350,0.4703808350,3.4703808424,7.456e-09,4.873e-10,optimal,4
438,ICpbegyNG,10,21,3,3.4699027417,0.4699027417,3.4699027478,6.105e-09,8.119e-10,optimal,4
439,ICQe^PsMo,10,21,3,3.4696428036,0.4696428036,3.4696427449,5.868e-08,4.389e-09,optimal,4
440,ICQbeo{xO,10,20,3,3.4696274156,0.4696274156,3.4696273642,5.137e-08,4.042e-09,optimal,4
441,ICRb`zgz_,10,22,3,3.4685822283,0.4685822283,3.4685821743,5.400e-08,3.896e-09,optimal,4
442,ICQe`phVO,10,19,3,3.4683115014,0.4683115014,3.4683114723,2.915e-08,3.418e-09,optimal,4
443,ICQbdp[Kw,10,20,3,3.4682913939,0.4682913939,3.4682913653,2.856e-08,2.499e-09,optimal,4
444,ICQbQzoMo,10,20,3,3.4682609263,0.4682609263,3.4682609186,7.644e-09,1.169e-09,optimal,4
445,ICQbR_y~o,10,22,3,3.4678437961,0.4678437961,3.4678437424,5.362e-08,5.571e-09,optimal,4
446,ICQeRaeN_,10,19,3,3.4678437928,0.4678437928,3.4678437429,4.987e-08,4.335e-09,optimal,4
447,ICQb`rs|W,10,22,3,3.4678437917,0.4678437917,3.4678437459,4.588e-08,4.280e-09,optimal,4
448,ICQeR`[hg,10,19,3,3.4678437883,0.4678437883,3.4678437434,4.494e-08,5.016e-09,optimal,4
449,ICRcrOx[_,10,19,3,3.4678437875,0.4678437875,3.4678437408,4.671e-08,5.260e-09,optimal,4
450,ICQbdW{Vg,10,21,3,3.4678437865,0.4678437865,3.4678437407,4.578e-08,4.442e-09,optimal,4
451,ICQb`rYlw,10,22,3,3.4678437836,0.4678437836,3.4678437422,4.137e-08,4.971e-09,optimal,4
452,I?`DBOk}_,10,16,4,4.4678437832,0.4678437832,4.4678437611,2.210e-08,5.531e-09,optimal,5
453,ICQeR`[{O,10,19,3,3.4678437825,0.4678437825,3.4678437387,4.375e-08,4.327e-09,optimal,4
454,I?`DB_k]?,10,14,4,4.4678437819,0.4678437819,4.4678437377,4.418e-08,2.660e-09,optimal,5
455,ICQbR_ykw,10,20,3,3.4678437813,0.4678437813,3.4678437399,4.146e-08,4.389e-09,optimal,4
456,ICQb`ry}W,10,23,3,3.4678437809,0.4678437809,3.4678437401,4.077e-08,5.595e-09,optimal,4
457,ICQRDO{]o,10,19,3,3.4678437803,0.4678437803,3.4678437386,4.174e-08,5.799e-09,optimal,4
458,ICQb`pzzo,10,23,3,3.4678437802,0.4678437802,3.4678437461,3.416e-08,4.578e-09,optimal,4
459,ICQbdW{dw,10,21,3,3.4678437796,0.4678437796,3.4678437440,3.553e-08,4.492e-09,optimal,4
460,ICQb`rYYw,10,21,3,3.4678437796,0.4678437796,3.4678437445,3.503e-08,4.751e-09,optimal,4
461,ICRV@qkvW,10,22,3,3.4678437794,0.4678437794,3.4678437483,3.107e-08,4.278e-09,optimal,4
462,ICQb`py|_,10,21,3,3.4678437792,0.4678437792,3.4678437416,3.762e-08,5.047e-09,optimal,4
463,ICRV@qkyW,10,21,3,3.4678437787,0.4678437787,3.4678437483,3.037e-08,4.965e-09,optimal,4
464,ICQb`rsuo,10,21,3,3.4678437780,0.4678437780,3.4678437395,3.851e-08,4.075e-09,optimal,4
465,ICOedq[zo,10,21,3,3.4678437775,0.4678437775,3.4678437396,3.785e-08,4.547e-09,optimal,4
466,ICQbdW{]o,10,21,3,3.4678437773,0.4678437773,3.4678437690,8.296e-09,4.879e-09,optimal,4
467,ICQbdW{]g,10,21,3,3.4678437769,0.4678437769,3.4678437496,2.734e-08,4.641e-09,optimal,4
468,ICQb`qr}w,10,23,3,3.4678437768,0.4678437768,3.4678437379,3.892e-08,4.605e-09,optimal,4
469,ICQeR`[x_,10,19,3,3.4678437767,0.4678437767,3.4678437438,3.288e-08,3.806e-09,optimal,4
470,ICOedqsfG,10,19,3,3.4678437763,0.4678437763,3.4678437460,3.025e-08,4.253e-09,optimal,4
471,ICQb`ry~W,10,24,3,3.4678437762,0.4678437762,3.4678437413,3.493e-08,5.224e-09,optimal,4
