rank,graph6,n,edges,alpha,theta_hi,delta_hi,theta_bulk,solver_diff,pr_hi,status_hi,chi_comp
708,ICQeR`[rw,10,21,3,3.4678437471,0.4678437471,3.4678437454,1.684e-09,3.757e-09,optimal,4
709,ICOfcywuG,10,20,3,3.4678437470,0.4678437470,3.4678437402,6.832e-09,1.125e-09,optimal,4
710,ICQb`ruxw,10,23,3,3.4678437469,0.4678437469,3.4678437643,1.736e-08,2.209e-09,optimal,4
711,ICQbR_yzg,10,21,3,3.4678437468,0.4678437468,3.4678437443,2.526e-09,1.520e-09,optimal,4
712,ICQ`fIk~O,10,21,3,3.4678437467,0.4678437467,3.4678437405,6.234e-09,2.068e-09,optimal,4
713,ICQb`rimW,10,21,3,3.4678437467,0.4678437467,3.4678437475,8.094e-10,3.018e-09,optimal,4
714,I?`DAhgJO,10,14,4,4.4678437466,0.4678437466,4.4678437438,2.798e-09,1.975e-09,optimal,5
715,ICQb`pz~w,10,25,3,3.4678437465,0.4678437465,3.4678437429,3.568e-09,1.586e-09,optimal,4
716,ICQRDqktw,10,21,3,3.4678437464,0.4678437464,3.4678437469,5.030e-10,2.574e-09,optimal,4
717,ICQb`rK]_,10,19,3,3.4678437464,0.4678437464,3.4678437431,3.354e-09,2.594e-09,optimal,4
718,ICQb`rYvg,10,22,3,3.4678437463,0.4678437463,3.4678437423,4.002e-09,1.735e-09,optimal,4
719,ICQ`fIk~o,10,22,3,3.4678437463,0.4678437463,3.4678437419,4.337e-09,2.913e-09,optimal,4
720,ICQb`rs]o,10,21,3,3.4678437463,0.4678437463,3.4678437433,2.927e-09,1.617e-09,optimal,4
721,ICQb`rino,10,22,3,3.4678437461,0.4678437461,3.4678437539,7.814e-09,2.036e-09,optimal,4
722,ICQb`ri~o,10,23,3,3.4678437461,0.4678437461,3.4678437436,2.502e-09,2.211e-09,optimal,4
723,ICQbdW{no,10,22,3,3.4678437460,0.4678437460,3.4678437532,7.106e-09,1.351e-09,optimal,4
724,I?`DBOk\?,10,14,4,4.4678437460,0.4678437460,4.4678437414,4.608e-09,8.845e-10,optimal,5
725,ICQbR_yzw,10,22,3,3.4678437460,0.4678437460,3.4678437416,4.376e-09,1.495e-09,optimal,4
726,ICQb`rqz_,10,21,3,3.4678437459,0.4678437459,3.4678437412,4.658e-09,1.825e-09,optimal,4
727,ICQTbRcjO,10,19,3,3.4678437456,0.4678437456,3.4678437386,6.946e-09,2.403e-09,optimal,4
728,ICQb`rkUw,10,21,3,3.4678437455,0.4678437455,3.4678437399,5.617e-09,2.180e-09,optimal,4
729,ICQbdW{}o,10,22,3,3.4678437455,0.4678437455,3.4678437685,2.305e-08,1.427e-09,optimal,4
730,ICQb`rk^_,10,21,3,3.4678437454,0.4678437454,3.4678437378,7.666e-09,2.843e-09,optimal,4
731,ICRV@qkyo,10,21,3,3.4678437454,0.4678437454,3.4678437392,6.231e-09,1.214e-09,optimal,4
732,ICQbdW{hw,10,21,3,3.4678437454,0.4678437454,3.4678437492,3.772e-09,2.903e-09,optimal,4
733,ICQb`rYMw,10,21,3,3.4678437453,0.4678437453,3.4678437404,4.910e-09,1.515e-09,optimal,4
734,ICQbR_yVw,10,21,3,3.4678437452,0.4678437452,3.4678437420,3.134e-09,1.559e-09,optimal,4
735,ICQb`pz~_,10,23,3,3.4678437451,0.4678437451,3.4678437462,1.075e-09,1.176e-09,optimal,4
736,ICQb`rikw,10,21,3,3.4678437450,0.4678437450,3.4678437444,5.835e-10,1.860e-09,optimal,4
737,ICQb`qr}g,10,22,3,3.4678437450,0.4678437450,3.4678437410,3.987e-09,2.403e-09,optimal,4
738,ICQbR_yug,10,20,3,3.4678437449,0.4678437449,3.4678437441,8.330e-10,1.463e-09,optimal,4
739,ICQb`r}~W,10,25,3,3.4678437449,0.4678437449,3.4678437428,2.033e-09,1.291e-09,optimal,4
740,ICQRDrKjG,10,19,3,3.4678437448,0.4678437448,3.4678437438,1.055e-09,2.171e-09,optimal,4
741,ICQb`rqnO,10,21,3,3.4678437448,0.4678437448,3.4678437378,6.969e-09,1.398e-09,optimal,4
742,ICQb`py}O,10,21,3,3.4678437447,0.4678437447,3.4678437386,6.131e-09,1.450e-09,optimal,4
743,ICQbdW{jo,10,21,3,3.4678437446,0.4678437446,3.4678437400,4.567e-09,1.527e-09,optimal,4
744,ICQb`q}xo,10,22,3,3.4678437444,0.4678437444,3.4678437422,2.200e-09,1.462e-09,optimal,4
745,ICQb`rYrw,10,22,3,3.4678437444,0.4678437444,3.4678437412,3.194e-09,1.974e-09,optimal,4
746,ICQb`rYto,10,21,3,3.4678437443,0.4678437443,3.4678437446,2.365e-10,1.819e-09,optimal,4
747,ICQb`rs}_,10,21,3,3.4678437443,0.4678437443,3.4678437402,4.074e-09,1.566e-09,optimal,4
748,ICQb`rkuo,10,21,3,3.4678437442,0.4678437442,3.4678437444,2.432e-10,2.847e-09,optimal,4
749,ICQb`q}|g,10,23,3,3.4678437442,0.4678437442,3.4678437383,5.896e-09,1.134e-09,optimal,4
750,ICQb`qrvw,10,23,3,3.4678437441,0.4678437441,3.4678437380,6.144e-09,1.894e-09,optimal,4
751,ICQeR`[^W,10,21,3,3.4678437440,0.4678437440,3.4678437384,5.612e-09,1.773e-09,optimal,4
752,ICRV@qkrW,10,21,3,3.4678437440,0.4678437440,3.4678437442,2.556e-10,1.129e-09,optimal,4
753,ICQe`q[}W,10,21,3,3.4678437440,0.4678437440,3.4678437467,2.710e-09,2.098e-09,optimal,4
754,ICOfdrcj_,10,20,3,3.4678437439,0.4678437439,3.4678437477,3.739e-09,2.333e-09,optimal,4
755,ICQb`rkro,10,21,3,3.4678437438,0.4678437438,3.4678437468,3.031e-09,2.313e-09,optimal,4
756,ICQb`r{ro,10,22,3,3.4678437437,0.4678437437,3.4678437635,1.985e-08,1.287e-09,optimal,4
757,ICQb`rijo,10,21,3,3.4678437436,0.4678437436,3.4678437420,1.627e-09,2.317e-09,optimal,4
758,ICQbdW{yw,10,22,3,3.4678437436,0.4678437436,3.4678437465,2.902e-09,1.104e-09,optimal,4
759,ICQeR`[y_,10,19,3,3.4678437436,0.4678437436,3.4678437381,5.495e-09,1.257e-09,optimal,4
760,ICQb`ryxo,10,22,3,3.4678437435,0.4678437435,3.4678437414,2.193e-09,1.835e-09,optimal,4
761,ICQb`rivW,10,22,3,3.4678437435,0.4678437435,3.4678437383,5.218e-09,2.026e-09,optimal,4
762,ICQb`rifo,10,21,3,3.4678437435,0.4678437435,3.4678437381,5.401e-09,1.371e-09,optimal,4
763,ICQb`r{zg,10,23,3,3.4678437434,0.4678437434,3.4678437408,2.650e-09,1.919e-09,optimal,4
764,ICQeR`[~w,10,23,3,3.4678437434,0.4678437434,3.4678437407,2.730e-09,1.344e-09,optimal,4
765,ICQbdW{}_,10,21,3,3.4678437434,0.4678437434,3.4678437410,2.445e-09,1.296e-09,optimal,4
766,ICQRDqkMW,10,19,3,3.4678437434,0.4678437434,3.4678437545,1.108e-08,1.768e-09,optimal,4
767,ICQb`ri|W,10,22,3,3.4678437434,0.4678437434,3.4678437452,1.797e-09,1.497e-09,optimal,4
768,ICQbR`Yqo,10,19,3,3.4678437434,0.4678437434,3.4678437395,3.894e-09,1.053e-09,optimal,4
769,ICQb`py~_,10,22,3,3.4678437434,0.4678437434,3.4678437409,2.501e-09,2.274e-09,optimal,4
770,ICQeR`[f_,10,19,3,3.4678437434,0.4678437434,3.4678437379,5.440e-09,2.235e-09,optimal,4
771,ICQb`quro,10,21,3,3.4678437433,0.4678437433,3.4678437395,3.717e-09,1.138e-09,optimal,4
772,ICQb`ryNo,10,22,3,3.4678437431,0.4678437431,3.4678437391,3.951e-09,1.616e-09,optimal,4
773,ICQb`rYsw,10,21,3,3.4678437430,0.4678437430,3.4678437406,2.490e-09,1.369e-09,optimal,4
774,ICQb`rYuW,10,21,3,3.4678437430,0.4678437430,3.4678437456,2.607e-09,1.373e-09,optimal,4
775,ICQbdW{jW,10,21,3,3.4678437430,0.4678437430,3.4678437406,2.310e-09,1.146e-09,optimal,4
776,ICQb`ri~_,10,22,3,3.4678437428,0.4678437428,3.4678437381,4.690e-09,2.025e-09,optimal,4
777,ICOedq[Jo,10,19,3,3.4678437427,0.4678437427,3.4678437392,3.479e-09,1.318e-09,optimal,4
778,ICQb`qryw,10,22,3,3.4678437426,0.4678437426,3.4678437406,2.036e-09,1.374e-09,optimal,4
779,ICQb`py|g,10,22,3,3.4678437426,0.4678437426,3.4678437418,8.459e-10,1.682e-09,optimal,4
780,ICQbR_yZW,10,20,3,3.4678437426,0.4678437426,3.4678437451,2.531e-09,1.236e-09,optimal,4
781,ICQb`qr~g,10,23,3,3.4678437425,0.4678437425,3.4678437392,3.310e-09,1.361e-09,optimal,4
782,ICQb`rYzg,10,22,3,3.4678437423,0.4678437423,3.4678437434,1.117e-09,1.453e-09,optimal,4
783,ICOedq[ZW,10,20,3,3.4678437423,0.4678437423,3.4678437389,3.395e-09,1.026e-09,optimal,4
784,ICQb`rrmw,10,23,3,3.4678437422,0.4678437422,3.4678437526,1.036e-08,1.095e-09,optimal,4
785,ICQb`qrLw,10,21,3,3.4678437422,0.4678437422,3.4678437513,9.120e-09,1.027e-09,optimal,4
786,ICQeR`[kW,10,19,3,3.4678437422,0.4678437422,3.4678437379,4.299e-09,1.329e-09,optimal,4
787,ICQb`qu]o,10,21,3,3.4678437421,0.4678437421,3.4678437496,7.468e-09,2.503e-09,optimal,4
788,ICQb`ri]W,10,21,3,3.4678437421,0.4678437421,3.4678437480,5.956e-09,1.441e-09,optimal,4
789,ICRV@qk[_,10,19,3,3.4678437420,0.4678437420,3.4678437532,1.122e-08,9.801e-10,optimal,4
790,ICOedq[qo,10,19,3,3.4678437420,0.4678437420,3.4678437392,2.744e-09,8.019e-10,optimal,4
791,ICQbdW{zo,10,22,3,3.4678437419,0.4678437419,3.4678437424,4.712e-10,1.109e-09,optimal,4
792,ICQb`rqno,10,22,3,3.4678437419,0.4678437419,3.4678437425,5.696e-10,1.681e-09,optimal,4
793,ICQe`q[|o,10,21,3,3.4678437419,0.4678437419,3.4678437430,1.127e-09,1.068e-09,optimal,4
794,ICQb`ry\o,10,22,3,3.4678437418,0.4678437418,3.4678437416,2.785e-10,2.058e-09,optimal,4
795,ICQeR`[rg,10,20,3,3.4678437418,0.4678437418,3.4678437598,1.804e-08,1.365e-09,optimal,4
796,ICQb`rY{w,10,22,3,3.4678437417,0.4678437417,3.4678437392,2.531e-09,1.228e-09,optimal,4
797,ICQb`ri{o,10,21,3,3.4678437417,0.4678437417,3.4678437431,1.472e-09,1.779e-09,optimal,4
798,ICQb`runW,10,23,3,3.4678437416,0.4678437416,3.4678437469,5.260e-09,9.113e-10,optimal,4
799,ICQe`q[~O,10,21,3,3.4678437415,0.4678437415,3.4678437487,7.201e-09,1.451e-09,optimal,4
800,ICQb`pyuo,10,21,3,3.4678437414,0.4678437414,3.4678437376,3.809e-09,1.845e-09,optimal,4
801,ICQbdW{z_,10,21,3,3.4678437414,0.4678437414,3.4678437449,3.482e-09,1.208e-09,optimal,4
802,ICQb`ry}o,10,23,3,3.4678437413,0.4678437413,3.4678437424,1.115e-09,1.100e-09,optimal,4
803,ICQb`rq^o,10,22,3,3.4678437412,0.4678437412,3.4678437383,2.852e-09,1.258e-09,optimal,4
804,ICQeR`[Jw,10,20,3,3.4678437411,0.4678437411,3.4678437434,2.255e-09,1.214e-09,optimal,4
805,ICQb`rYqw,10,21,3,3.4678437410,0.4678437410,3.4678437418,8.948e-10,1.289e-09,optimal,4
806,ICQb`ryvo,10,23,3,3.4678437408,0.4678437408,3.4678437432,2.384e-09,1.409e-09,optimal,4
807,ICQRDPqN?,10,17,3,3.4678437408,0.4678437408,3.4678437395,1.343e-09,9.768e-10,optimal,4
808,ICQdarSfO,10,19,3,3.4678437408,0.4678437408,3.4678437446,3.813e-09,8.318e-10,optimal,4
809,ICQRDO{~O,10,20,3,3.4678437408,0.4678437408,3.4678437453,4.557e-09,8.626e-10,optimal,4
810,ICRV@qkzw,10,23,3,3.4678437407,0.4678437407,3.4678437392,1.537e-09,8.035e-10,optimal,4
811,ICQebP[Mg,10,19,3,3.4678437406,0.4678437406,3.4678437418,1.227e-09,6.626e-10,optimal,4
812,ICQb`rk|g,10,22,3,3.4678437405,0.4678437405,3.4678437376,2.958e-09,1.923e-09,optimal,4
813,ICQb`rsz_,10,21,3,3.4678437404,0.4678437404,3.4678437397,6.901e-10,1.128e-09,optimal,4
814,ICQeR`[vG,10,20,3,3.4678437403,0.4678437403,3.4678437396,6.444e-10,1.317e-09,optimal,4
815,ICQb`rq^W,10,22,3,3.4678437403,0.4678437403,3.4678437451,4.859e-09,1.425e-09,optimal,4
816,ICQeR`[zg,10,21,3,3.4678437402,0.4678437402,3.4678437403,9.537e-11,2.199e-09,optimal,4
817,ICQb`rYyo,10,21,3,3.4678437402,0.4678437402,3.4678437522,1.200e-08,1.544e-09,optimal,4
818,ICQb`rYZo,10,21,3,3.4678437400,0.4678437400,3.4678437418,1.763e-09,1.152e-09,optimal,4
819,ICQb`rY|O,10,21,3,3.4678437400,0.4678437400,3.4678437392,7.893e-10,9.644e-10,optimal,4
820,ICQb`rY|W,10,22,3,3.4678437400,0.4678437400,3.4678437450,4.960e-09,1.008e-09,optimal,4
821,ICQb`rKu_,10,19,3,3.4678437400,0.4678437400,3.4678437380,2.039e-09,1.305e-09,optimal,4
822,ICQb`rm}O,10,22,3,3.4678437400,0.4678437400,3.4678437408,8.238e-10,1.329e-09,optimal,4
823,ICQbdW{qw,10,21,3,3.4678437399,0.4678437399,3.4678437525,1.257e-08,1.063e-09,optimal,4
824,ICQbdW{zG,10,21,3,3.4678437399,0.4678437399,3.4678437388,1.059e-09,7.800e-10,optimal,4
825,ICQb`rizO,10,21,3,3.4678437399,0.4678437399,3.4678437486,8.775e-09,1.120e-09,optimal,4
826,ICQb`rs]g,10,21,3,3.4678437398,0.4678437398,3.4678437427,2.902e-09,8.876e-10,optimal,4
827,ICQbR_ytw,10,21,3,3.4678437398,0.4678437398,3.4678437442,4.451e-09,9.189e-10,optimal,4
828,ICQb`rYzo,10,22,3,3.4678437397,0.4678437397,3.4678437471,7.394e-09,1.494e-09,optimal,4
829,ICQb`rY\o,10,21,3,3.4678437396,0.4678437396,3.4678437396,3.034e-12,1.304e-09,optimal,4
830,ICQb`qr]o,10,21,3,3.4678437396,0.4678437396,3.4678437516,1.197e-08,9.722e-10,optimal,4
831,ICQb`rk|o,10,22,3,3.4678437395,0.4678437395,3.4678437394,1.920e-10,2.412e-09,optimal,4
832,ICQb`pyjo,10,21,3,3.4678437395,0.4678437395,3.4678437429,3.415e-09,1.337e-09,optimal,4
833,ICQb`rYlW,10,21,3,3.4678437395,0.4678437395,3.4678437547,1.523e-08,8.501e-10,optimal,4
834,ICQb`rkrg,10,21,3,3.4678437394,0.4678437394,3.4678437401,6.363e-10,1.513e-09,optimal,4
835,ICQb`rYjw,10,22,3,3.4678437394,0.4678437394,3.4678437384,1.055e-09,1.208e-09,optimal,4
836,ICQb`rkn_,10,21,3,3.4678437393,0.4678437393,3.4678437403,1.014e-09,9.912e-10,optimal,4
837,ICQb`ru{w,10,23,3,3.4678437393,0.4678437393,3.4678437380,1.292e-09,1.632e-09,optimal,4
838,ICQeR`[}g,10,21,3,3.4678437391,0.4678437391,3.4678437387,4.478e-10,1.041e-09,optimal,4
839,ICQb`rqdw,10,21,3,3.4678437391,0.4678437391,3.4678437425,3.415e-09,1.096e-09,optimal,4
840,ICQb`pz]o,10,22,3,3.4678437390,0.4678437390,3.4678437563,1.723e-08,1.265e-09,optimal,4
841,ICQb`rq~_,10,22,3,3.4678437390,0.4678437390,3.4678437385,5.365e-10,1.238e-09,optimal,4
842,ICQb`r{z_,10,22,3,3.4678437390,0.4678437390,3.4678437380,1.042e-09,9.058e-10,optimal,4
843,ICQb`rqzo,10,22,3,3.4678437389,0.4678437389,3.4678437378,1.168e-09,1.608e-09,optimal,4
844,ICQb`rK~g,10,22,3,3.4678437389,0.4678437389,3.4678437447,5.825e-09,1.117e-09,optimal,4
845,ICQe`q[vw,10,22,3,3.4678437389,0.4678437389,3.4678437415,2.589e-09,1.387e-09,optimal,4
846,ICQbdW{sw,10,21,3,3.4678437389,0.4678437389,3.4678437400,1.132e-09,9.927e-10,optimal,4
847,ICQb`us[g,10,20,3,3.4678437388,0.4678437388,3.4678437508,1.200e-08,1.018e-09,optimal,4
848,ICQbRa[M_,10,18,3,3.4678437388,0.4678437388,3.4678437382,6.442e-10,8.799e-10,optimal,4
849,ICQb`rkZo,10,21,3,3.4678437387,0.4678437387,3.4678437439,5.191e-09,1.532e-09,optimal,4
850,ICQb`qung,10,22,3,3.4678437386,0.4678437386,3.4678437448,6.118e-09,1.076e-09,optimal,4
851,ICQb`rr~_,10,23,3,3.4678437386,0.4678437386,3.4678437415,2.971e-09,1.666e-09,optimal,4
852,ICQb`rs[o,10,20,3,3.4678437386,0.4678437386,3.4678437640,2.540e-08,8.986e-10,optimal,4
853,ICQeR`[[o,10,19,3,3.4678437385,0.4678437385,3.4678437432,4.632e-09,1.423e-09,optimal,4
854,ICQb`py|O,10,21,3,3.4678437384,0.4678437384,3.4678437399,1.507e-09,1.197e-09,optimal,4
855,I?`DBOkm?,10,14,4,4.4678437384,0.4678437384,4.4678437446,6.176e-09,1.245e-09,optimal,5
856,ICRV@qk[w,10,21,3,3.4678437384,0.4678437384,3.4678437460,7.643e-09,5.963e-10,optimal,4
857,ICQb`pyro,10,21,3,3.4678437383,0.4678437383,3.4678437393,9.408e-10,1.335e-09,optimal,4
858,I?`DBOkt_,10,15,4,4.4678437382,0.4678437382,4.4678437420,3.750e-09,9.558e-10,optimal,5
859,I?`DBOk~O,10,17,4,4.4678437382,0.4678437382,4.4678437415,3.352e-09,7.605e-10,optimal,5
860,I?`DBOk~_,10,17,4,4.4678437380,0.4678437380,4.4678437508,1.278e-08,6.825e-10,optimal,5
861,ICQb`ruuw,10,23,3,3.4678437380,0.4678437380,3.4678437392,1.180e-09,1.448e-09,optimal,4
862,ICQb`rYnw,10,23,3,3.4678437378,0.4678437378,3.4678437386,8.030e-10,1.003e-09,optimal,4
863,ICQbdW{nw,10,23,3,3.4678437377,0.4678437377,3.4678437378,7.427e-11,7.727e-10,optimal,4
864,I?`DBOk{?,10,14,4,4.4678437377,0.4678437377,4.4678437459,8.225e-09,8.585e-10,optimal,5
865,ICQb`rk{g,10,21,3,3.4678437375,0.4678437375,3.4678437489,1.141e-08,7.896e-10,optimal,4
866,ICQb`rumw,10,23,3,3.4678437374,0.4678437374,3.4678437461,8.703e-09,8.086e-10,optimal,4
867,ICQbdW{to,10,21,3,3.4678437373,0.4678437373,3.4678437411,3.823e-09,5.432e-10,optimal,4
868,ICQb`ryto,10,22,3,3.4678437372,0.4678437372,3.4678437431,5.861e-09,1.033e-09,optimal,4
869,ICQbRekMg,10,20,3,3.4678437371,0.4678437371,3.4678437428,5.738e-09,1.177e-09,optimal,4
870,ICQRFO{mO,10,19,3,3.4678437371,0.4678437371,3.4678437404,3.321e-09,1.358e-09,optimal,4
871,ICQRDqk]_,10,19,3,3.4678437371,0.4678437371,3.4678437404,3.301e-09,7.835e-10,optimal,4
872,ICQb`pyyo,10,21,3,3.4678437371,0.4678437371,3.4678437393,2.225e-09,7.069e-10,optimal,4
873,ICQbdW{jw,10,22,3,3.4678437371,0.4678437371,3.4678437450,7.962e-09,6.923e-10,optimal,4
874,ICQb`rkr_,10,20,3,3.4678437370,0.4678437370,3.4678437541,1.703e-08,1.091e-09,optimal,4
875,ICQb`r{uo,10,22,3,3.4678437370,0.4678437370,3.4678437490,1.196e-08,1.133e-09,optimal,4
876,ICQeR`[Jo,10,19,3,3.4678437369,0.4678437369,3.4678437433,6.355e-09,7.361e-10,optimal,4
877,ICQb`pyno,10,22,3,3.4678437369,0.4678437369,3.4678437444,7.474e-09,7.920e-10,optimal,4
878,ICQbdW{~G,10,22,3,3.4678437369,0.4678437369,3.4678437570,2.017e-08,5.874e-10,optimal,4
879,ICQb`rsxo,10,21,3,3.4678437369,0.4678437369,3.4678437423,5.436e-09,8.146e-10,optimal,4
880,ICQe`q[Vw,10,21,3,3.4678437368,0.4678437368,3.4678437393,2.522e-09,9.800e-10,optimal,4
881,ICQb`rk]o,10,21,3,3.4678437367,0.4678437367,3.4678437663,2.962e-08,9.434e-10,optimal,4
882,ICQeR`[]w,10,21,3,3.4678437367,0.4678437367,3.4678437420,5.380e-09,1.342e-09,optimal,4
883,ICQb`rsuw,10,22,3,3.4678437367,0.4678437367,3.4678437396,2.957e-09,9.557e-10,optimal,4
884,ICQb`ri|g,10,22,3,3.4678437366,0.4678437366,3.4678437404,3.810e-09,9.372e-10,optimal,4
885,ICQeR`[|W,10,21,3,3.4678437366,0.4678437366,3.4678437466,1.008e-08,1.418e-09,optimal,4
886,ICQb`pykw,10,21,3,3.4678437365,0.4678437365,3.4678437378,1.334e-09,8.005e-10,optimal,4
887,ICQbdW{|g,10,22,3,3.4678437365,0.4678437365,3.4678437584,2.190e-08,7.445e-10,optimal,4
888,ICQb`qumo,10,21,3,3.4678437365,0.4678437365,3.4678437417,5.273e-09,6.977e-10,optimal,4
889,ICQb`rY^O,10,21,3,3.4678437365,0.4678437365,3.4678437398,3.305e-09,7.891e-10,optimal,4
890,ICQbdW{zg,10,22,3,3.4678437365,0.4678437365,3.4678437464,9.964e-09,5.672e-10,optimal,4
891,ICOedq[JW,10,19,3,3.4678437364,0.4678437364,3.4678437464,9.962e-09,6.777e-10,optimal,4
892,ICQb`rKlg,10,20,3,3.4678437364,0.4678437364,3.4678437424,6.018e-09,7.847e-10,optimal,4
893,ICQb`r{~G,10,23,3,3.4678437364,0.4678437364,3.4678437458,9.382e-09,6.958e-10,optimal,4
894,ICQb`pyhw,10,21,3,3.4678437364,0.4678437364,3.4678437386,2.188e-09,9.027e-10,optimal,4
895,ICQb`rK}w,10,22,3,3.4678437364,0.4678437364,3.4678437412,4.835e-09,6.318e-10,optimal,4
896,ICQb`qukw,10,21,3,3.4678437363,0.4678437363,3.4678437383,1.954e-09,8.464e-10,optimal,4
897,ICQRDqk}W,10,21,3,3.4678437363,0.4678437363,3.4678437388,2.564e-09,7.641e-10,optimal,4
898,ICQbdW{~W,10,23,3,3.4678437362,0.4678437362,3.4678437442,8.031e-09,6.298e-10,optimal,4
899,ICQb`pyzo,10,22,3,3.4678437361,0.4678437361,3.4678437380,1.896e-09,1.052e-09,optimal,4
900,ICQbdW{mg,10,21,3,3.4678437361,0.4678437361,3.4678437402,4.143e-09,6.118e-10,optimal,4
901,ICQbdW{|O,10,21,3,3.4678437360,0.4678437360,3.4678437436,7.538e-09,5.133e-10,optimal,4
902,ICRV@qk]o,10,21,3,3.4678437360,0.4678437360,3.4678437421,6.177e-09,3.977e-10,optimal,4
903,ICQb`rY~W,10,23,3,3.4678437360,0.4678437360,3.4678437408,4.864e-09,8.031e-10,optimal,4
904,ICQb`rK{w,10,21,3,3.4678437359,0.4678437359,3.4678437407,4.710e-09,7.948e-10,optimal,4
905,ICQb`r{n_,10,22,3,3.4678437359,0.4678437359,3.4678437454,9.486e-09,6.117e-10,optimal,4
906,ICQb`rY~o,10,23,3,3.4678437359,0.4678437359,3.4678437398,3.870e-09,8.732e-10,optimal,4
907,ICQRDqk|W,10,21,3,3.4678437359,0.4678437359,3.4678437413,5.362e-09,8.942e-10,optimal,4
908,ICOedq[cw,10,19,3,3.4678437359,0.4678437359,3.4678437384,2.495e-09,4.832e-10,optimal,4
909,ICQb`rkZw,10,22,3,3.4678437358,0.4678437358,3.4678437436,7.709e-09,7.997e-10,optimal,4
910,ICQb`rsro,10,21,3,3.4678437358,0.4678437358,3.4678437414,5.582e-09,6.771e-10,optimal,4
911,ICQbbqsMW,10,20,3,3.4678437358,0.4678437358,3.4678437460,1.017e-08,6.286e-10,optimal,4
912,ICOedq[Yw,10,20,3,3.4678437357,0.4678437357,3.4678437378,2.071e-09,4.856e-10,optimal,4
913,I?`DBOk^W,10,17,4,4.4678437357,0.4678437357,4.4678437479,1.216e-08,5.386e-10,optimal,5
914,ICQb`rilo,10,21,3,3.4678437357,0.4678437357,3.4678437429,7.201e-09,8.264e-10,optimal,4
915,ICQe`phfG,10,19,3,3.4678437357,0.4678437357,3.4678437448,9.133e-09,7.299e-10,optimal,4
916,ICRV@qkzG,10,21,3,3.4678437357,0.4678437357,3.4678437403,4.659e-09,5.673e-10,optimal,4
917,ICQ`fIkyO,10,19,3,3.4678437356,0.4678437356,3.4678437395,3.868e-09,7.540e-10,optimal,4
918,ICOedq[Xo,10,19,3,3.4678437356,0.4678437356,3.4678437453,9.703e-09,4.138e-10,optimal,4
919,ICQb`rsnw,10,23,3,3.4678437355,0.4678437355,3.4678437388,3.284e-09,7.529e-10,optimal,4
920,ICQb`rY{g,10,21,3,3.4678437354,0.4678437354,3.4678437415,6.084e-09,7.825e-10,optimal,4
921,ICQb`rK|g,10,21,3,3.4678437354,0.4678437354,3.4678437470,1.159e-08,6.976e-10,optimal,4
922,ICQbdW{]W,10,21,3,3.4678437354,0.4678437354,3.4678437387,3.298e-09,5.870e-10,optimal,4
923,ICQbR_ylw,10,21,3,3.4678437353,0.4678437353,3.4678437513,1.595e-08,5.308e-10,optimal,4
924,ICQb`rq~w,10,24,3,3.4678437353,0.4678437353,3.4678437383,2.957e-09,6.399e-10,optimal,4
925,ICQb`rk}o,10,22,3,3.4678437352,0.4678437352,3.4678437383,3.090e-09,7.796e-10,optimal,4
926,ICQRDqkvW,10,21,3,3.4678437351,0.4678437351,3.4678437450,9.866e-09,1.277e-09,optimal,4
927,ICOedq[vo,10,21,3,3.4678437351,0.4678437351,3.4678437392,4.096e-09,4.612e-10,optimal,4
928,ICQRDO{w_,10,17,3,3.4678437351,0.4678437351,3.4678437384,3.330e-09,6.394e-10,optimal,4
929,ICQbR_y~O,10,21,3,3.4678437350,0.4678437350,3.4678437521,1.714e-08,5.840e-10,optimal,4
930,ICQb`riew,10,21,3,3.4678437349,0.4678437349,3.4678437409,6.017e-09,6.502e-10,optimal,4
931,ICQb`rYnW,10,22,3,3.4678437349,0.4678437349,3.4678437459,1.098e-08,5.934e-10,optimal,4
932,ICQbR_ysW,10,19,3,3.4678437349,0.4678437349,3.4678437388,3.862e-09,4.640e-10,optimal,4
933,ICQb`r}~O,10,24,3,3.4678437349,0.4678437349,3.4678437420,7.093e-09,3.790e-10,optimal,4
934,ICQb`rKzg,10,21,3,3.4678437348,0.4678437348,3.4678437397,4.905e-09,6.607e-10,optimal,4
935,ICQb`rs}o,10,22,3,3.4678437348,0.4678437348,3.4678437404,5.638e-09,4.427e-10,optimal,4
936,ICQb`rsjw,10,22,3,3.4678437348,0.4678437348,3.4678437378,2.994e-09,6.200e-10,optimal,4
937,ICQb`q}~_,10,23,3,3.4678437348,0.4678437348,3.4678437386,3.857e-09,1.616e-09,optimal,4
938,ICQe`q[~W,10,22,3,3.4678437348,0.4678437348,3.4678437437,8.962e-09,7.756e-10,optimal,4
939,ICQbdW{|W,10,22,3,3.4678437347,0.4678437347,3.4678437467,1.196e-08,4.745e-10,optimal,4
940,ICQRDqk]w,10,21,3,3.4678437347,0.4678437347,3.4678437754,4.062e-08,4.373e-10,optimal,4
941,ICQeR`[}O,10,20,3,3.4678437347,0.4678437347,3.4678437378,3.063e-09,6.252e-10,optimal,4
942,ICQb`rktg,10,21,3,3.4678437346,0.4678437346,3.4678437395,4.871e-09,5.404e-10,optimal,4
943,ICQe`q[NO,10,19,3,3.4678437346,0.4678437346,3.4678437387,4.130e-09,6.441e-10,optimal,4
944,ICQRDqknW,10,21,3,3.4678437346,0.4678437346,3.4678437400,5.465e-09,5.612e-10,optimal,4
